B (G),EPR intensity (au),Sim Sum,Sim A,Sim B
3330.3308,0.79672786,0.11983569,0.050995504,0.068840185
3330.4159,0.55168405,0.12104037,0.051514431,0.069525941
3330.501,0.30787195,0.12226034,0.052040168,0.070220175
3330.5862,0.18572755,0.12349583,0.052572822,0.070923005
3330.6713,0.31027349,0.12474705,0.053112503,0.071634551
3330.7564,0.16180709,0.12601425,0.05365932,0.072354933
3330.8416,0.51884533,0.12729767,0.054213389,0.073084276
3330.9267,0.25827075,0.12859753,0.054774823,0.073822704
3331.0118,0.22012696,0.12991409,0.055343741,0.074570344
3331.0969,0.50288634,0.13124759,0.055920262,0.075327324
3331.1821,0.65076682,0.13259828,0.056504507,0.076093774
3331.2672,0.34327798,0.13396643,0.057096601,0.076869826
3331.3523,0.4966472,0.13535228,0.05769667,0.077655613
3331.4374,0.13276147,0.13675611,0.058304841,0.078451272
3331.5226,0.19353746,0.13817818,0.058921247,0.079256938
3331.6077,-0.027249782,0.13961877,0.059546019,0.080072752
3331.6928,0.3535241,0.14107815,0.060179294,0.080898854
3331.7779,0.15120428,0.1425566,0.06082121,0.081735386
3331.8631,0.54427794,0.1440544,0.061471907,0.082582494
3331.9482,0.598608,0.14557185,0.062131529,0.083440323
3332.0333,0.16367136,0.14710924,0.062800221,0.084309022
3332.1184,0.29420016,0.14866687,0.063478132,0.085188741
3332.2036,0.40680211,0.15024505,0.064165413,0.086079632
3332.2887,0.72571394,0.15184407,0.064862219,0.086981849
3332.3738,0.47920243,0.15346425,0.065568706,0.087895548
3332.459,0.031497086,0.15510592,0.066285033,0.088820886
3332.5441,-0.041703578,0.15676939,0.067011365,0.089758023
3332.6292,0.7552081,0.15845499,0.067747866,0.09070712
3332.7143,0.81265234,0.16016305,0.068494705,0.091668341
3332.7995,0.52855334,0.16189391,0.069252055,0.092641852
3332.8846,0.22531429,0.16364791,0.07002009,0.093627818
3332.9697,0.050556594,0.1654254,0.070798989,0.094626411
3333.0548,0.38085325,0.16722673,0.071588934,0.095637799
3333.14,0.47216674,0.16905227,0.072390109,0.096662157
3333.2251,0.088441107,0.17090236,0.073202704,0.097699659
3333.3102,0.079541102,0.17277739,0.07402691,0.098750482
3333.3953,0.030859659,0.17467773,0.074862923,0.099814803
3333.4805,0.4816837,0.17660375,0.075710943,0.1008928
3333.5656,0.64487093,0.17855584,0.076571172,0.10198467
3333.6507,0.355268,0.18053439,0.077443818,0.10309057
3333.7359,0.37979509,0.1825398,0.07832909,0.10421071
3333.821,0.52971451,0.18457247,0.079227204,0.10534527
3333.9061,0.11811467,0.18663281,0.080138378,0.10649443
3333.9912,0.42543618,0.18872123,0.081062835,0.10765839
3334.0764,0.81481982,0.19083814,0.082000802,0.10883734
3334.1615,0.19978166,0.19298399,0.082952509,0.11003148
3334.2466,0.041153389,0.19515918,0.083918193,0.11124099
3334.3317,0.47506061,0.19736418,0.084898093,0.11246608
3334.4169,0.33705016,0.1995994,0.085892453,0.11370695
3334.502,-0.094759229,0.20186531,0.086901523,0.11496379
3334.5871,-0.01482837,0.20416236,0.087925555,0.1162368
3334.6722,0.62314747,0.20649101,0.088964809,0.1175262
3334.7574,0.33058866,0.20885172,0.090019546,0.11883217
3334.8425,-0.13600787,0.21124497,0.091090035,0.12015493
3334.9276,0.12792032,0.21367124,0.09217655,0.12149469
3335.0127,-0.26298078,0.216131,0.093279367,0.12285164
3335.0979,0.096082635,0.21862476,0.09439877,0.12422599
3335.183,0.42834766,0.22115301,0.095535048,0.12561797
3335.2681,0.20129715,0.22371625,0.096688494,0.12702776
3335.3533,0.3182896,0.22631499,0.097859407,0.12845558
3335.4384,0.56095338,0.22894974,0.099048092,0.12990165
3335.5235,-0.04190639,0.23162103,0.10025486,0.13136617
3335.6086,0.28817182,0.23432938,0.10148003,0.13284935
3335.6938,0.029797765,0.23707532,0.10272391,0.1343514
3335.7789,0.43664605,0.23985938,0.10398685,0.13587253
3335.864,0.15648022,0.24268213,0.10526917,0.13741296
3335.9491,0.15948275,0.24554409,0.10657121,0.13897288
3336.0343,0.33094696,0.24844583,0.10789331,0.14055252
3336.1194,0.19454683,0.25138791,0.10923584,0.14215207
3336.2045,0.43891006,0.25437088,0.11059915,0.14377174
3336.2896,0.40520741,0.25739533,0.1119836,0.14541174
3336.3748,-0.083930264,0.26046183,0.11338956,0.14707227
3336.4599,0.56728147,0.26357095,0.11481742,0.14875353
3336.545,0.90981366,0.26672329,0.11626757,0.15045572
3336.6302,0.10180227,0.26991942,0.11774038,0.15217904
3336.7153,0.48336288,0.27315995,0.11923626,0.15392369
3336.8004,0.4995193,0.27644548,0.12075562,0.15568986
3336.8855,0.64270154,0.2797766,0.12229887,0.15747772
3336.9707,-0.041431187,0.28315392,0.12386643,0.15928748
3337.0558,-0.21281794,0.28657805,0.12545873,0.16111931
3337.1409,0.42120478,0.2900496,0.12707621,0.16297339
3337.226,0.56409038,0.29356918,0.12871929,0.16484989
3337.3112,0.61191946,0.29713743,0.13038845,0.16674898
3337.3963,0.40335139,0.30075494,0.13208413,0.16867082
3337.4814,0.50156658,0.30442236,0.13380679,0.17061556
3337.5665,0.066828883,0.30814029,0.13555692,0.17258336
3337.6517,0.49900085,0.31190936,0.137335,0.17457437
3337.7368,0.21289808,0.31573021,0.1391415,0.17658871
3337.8219,0.34759243,0.31960345,0.14097694,0.17862651
3337.907,0.18083045,0.32352971,0.14284181,0.1806879
3337.9922,0.33807395,0.32750961,0.14473662,0.18277298
3338.0773,0.27098275,0.33154377,0.14666191,0.18488186
3338.1624,0.77885192,0.33563283,0.14861819,0.18701464
3338.2476,0.59411691,0.33977738,0.15060601,0.18917138
3338.3327,0.46509304,0.34397806,0.15262591,0.19135216
3338.4178,0.49637485,0.34823547,0.15467844,0.19355703
3338.5029,0.7262005,0.35255022,0.15676416,0.19578605
3338.5881,-0.31809445,0.3569229,0.15888366,0.19803924
3338.6732,0.43576923,0.36135412,0.16103749,0.20031663
3338.7583,-0.058669853,0.36584446,0.16322626,0.2026182
3338.8434,0.57133264,0.37039449,0.16545055,0.20494395
3338.9286,0.42122256,0.37500481,0.16771096,0.20729385
3339.0137,0.65106573,0.37967595,0.17000811,0.20966784
3339.0988,0.6892699,0.38440848,0.17234262,0.21206587
3339.1839,0.59145115,0.38920294,0.1747151,0.21448784
3339.2691,0.30091946,0.39405984,0.1771262,0.21693364
3339.3542,0.26997456,0.3989797,0.17957655,0.21940315
3339.4393,0.19146046,0.40396302,0.1820668,0.22189622
3339.5245,0.28584235,0.40901027,0.1845976,0.22441267
3339.6096,0.56192003,0.41412192,0.18716963,0.22695229
3339.6947,0.77592088,0.4192984,0.18978354,0.22951487
3339.7798,0.31072938,0.42454014,0.19244,0.23210014
3339.865,0.27100147,0.42984754,0.19513971,0.23470783
3339.9501,0.56319458,0.43522096,0.19788334,0.23733762
3340.0352,0.19296786,0.44066076,0.2006716,0.23998917
3340.1203,0.20128722,0.44616725,0.20350516,0.24266209
3340.2055,0.2174636,0.45174073,0.20638474,0.24535599
3340.2906,-0.036155898,0.45738145,0.20931104,0.24807041
3340.3757,0.89658723,0.46308964,0.21228477,0.25080487
3340.4608,0.36184862,0.46886549,0.21530664,0.25355885
3340.546,0.1651128,0.47470915,0.21837736,0.25633179
3340.6311,0.51514445,0.48062074,0.22149765,0.25912309
3340.7162,0.59904688,0.48660031,0.22466822,0.26193209
3340.8014,0.5333783,0.49264791,0.2278898,0.26475811
3340.8865,0.16704859,0.4987635,0.23116309,0.26760041
3340.9716,0.028611275,0.50494701,0.23448881,0.27045821
3341.0567,0.076896755,0.51119833,0.23786767,0.27333066
3341.1419,0.59625672,0.51751727,0.24130038,0.27621689
3341.227,0.6982347,0.5239036,0.24478765,0.27911595
3341.3121,0.28726989,0.53035701,0.24833017,0.28202684
