Energie/eV,PDS-Betrag,Phase/°,Trans_korr,Ref/V,X-Wert/V,Y-Wert/V,Trans/V,Reflexion/V,Refl_korr
2.2777,0.00358,0.775,0.796,0.000722,0.000328,4.42E-06,0.0237,0.000708,0.0886
2.2577,0.00422,0.881,0.776,0.000707,0.000379,5.84E-06,0.0226,0.000711,0.108
2.2546,0.00436,0.717,0.763,0.000707,0.00039,4.86E-06,0.0224,0.000716,0.108
2.2526,0.0049,0.473,0.783,0.000656,0.000412,3.4E-06,0.0181,0.000649,0.091
2.2326,0.00562,0.509,0.748,0.000664,0.000482,4.23E-06,0.0174,0.000666,0.103
2.2126,0.00639,0.457,0.716,0.000672,0.000549,4.36E-06,0.0167,0.000683,0.116
2.1926,0.00721,0.566,0.682,0.000673,0.000622,6.08E-06,0.016,0.000708,0.152
2.1755,0.00779,0.535,0.659,0.000674,0.000673,6.17E-06,0.0155,0.000725,0.179
2.1735,0.00791,0.708,0.653,0.000681,0.00069,8.46E-06,0.0156,0.000734,0.18
2.1535,0.00843,0.654,0.623,0.00069,0.00075,8.46E-06,0.0151,0.000759,0.199
2.1335,0.00887,0.619,0.602,0.00069,0.000791,8.46E-06,0.0146,0.000777,0.224
2.1135,0.00921,0.6,0.585,0.00069,0.000818,8.46E-06,0.0141,0.000794,0.248
2.0935,0.0096,0.577,0.571,0.00069,0.00085,8.46E-06,0.0137,0.000811,0.274
2.0735,0.00993,0.558,0.558,0.00069,0.000877,8.46E-06,0.0134,0.000836,0.307
2.0565,0.00994,0.552,0.544,0.000698,0.000886,8.46E-06,0.0132,0.000853,0.31
2.0545,0.0104,0.397,0.541,0.000707,0.000937,6.41E-06,0.0132,0.000862,0.317
2.0345,0.0104,0.455,0.535,0.000784,0.00103,8.17E-06,0.0145,0.000981,0.341
2.0145,0.0103,0,0.537,0.000832,0.00108,0,0.0153,0.00107,0.383
1.9945,0.00998,0,0.537,0.00086,0.00109,0,0.016,0.00111,0.385
1.9745,0.00949,0,0.559,0.000869,0.00105,0,0.0168,0.00113,0.406
1.9545,0.009,0,0.582,0.000878,0.000999,0,0.0176,0.00115,0.419
1.9345,0.00831,0.0243,0.603,0.000886,0.000934,4.17E-07,0.0184,0.00113,0.377
1.9145,0.00786,0,0.633,0.000887,0.000878,0,0.0192,0.00113,0.378
1.8945,0.00749,0.0231,0.648,0.000895,0.000843,4.29E-07,0.0197,0.00111,0.345
1.8745,0.00737,0.14,0.66,0.000903,0.000835,1.88E-06,0.0202,0.0011,0.328
1.8545,0.00735,0.387,0.665,0.000903,0.000826,5.58E-06,0.0201,0.00109,0.315
1.8373,0.00751,0.588,0.664,0.000895,0.000835,8.46E-06,0.0199,0.00107,0.314
1.8353,0.00752,0.6,0.657,0.000809,0.000818,8.46E-06,0.0196,0.00105,0.333
1.8153,0.00774,0.607,0.65,0.000852,0.000903,9.6E-06,0.0207,0.00109,0.345
1.7953,0.00775,0.792,0.639,0.000894,0.000971,1.34E-05,0.0217,0.00113,0.358
1.7753,0.00758,0.971,0.639,0.000946,0.00101,1.7E-05,0.0229,0.00122,0.384
1.7553,0.00714,1.22,0.645,0.00101,0.001,2.12E-05,0.0245,0.00136,0.426
1.7353,0.00661,1.27,0.672,0.00109,0.00096,2.12E-05,0.0264,0.00149,0.455
1.7153,0.00591,0.785,0.696,0.00117,0.000896,1.22E-05,0.0285,0.00159,0.452
1.6953,0.00522,0.69,0.724,0.00123,0.000818,9.7E-06,0.0307,0.00164,0.444
1.6753,0.00447,0.678,0.753,0.00128,0.000724,8.46E-06,0.0328,0.00171,0.451
1.6553,0.00367,0.798,0.782,0.0013,0.000613,8.46E-06,0.0348,0.00175,0.443
1.6353,0.0029,0.974,0.801,0.00132,0.000502,8.46E-06,0.0367,0.00173,0.422
1.6153,0.00218,1.16,0.83,0.00132,0.000385,7.77E-06,0.0383,0.00164,0.389
1.6003,0.00177,0.773,0.85,0.00132,0.000316,4.23E-06,0.0392,0.00158,0.359
1.5983,0.00166,0.822,0.85,0.00132,0.000298,4.23E-06,0.0396,0.0016,0.357
1.5783,0.0012,0.958,0.87,0.00135,0.000219,3.69E-06,0.0407,0.0016,0.333
1.5583,0.00087,0.762,0.876,0.00138,0.000161,2.12E-06,0.0414,0.00164,0.315
1.5383,0.00065,0.791,0.902,0.00141,0.000118,1.62E-06,0.0418,0.00164,0.306
1.5183,0.000474,1.21,0.914,0.00147,8.74E-05,1.83E-06,0.043,0.00164,0.277
1.4983,0.000344,1.14,0.925,0.00153,6.54E-05,1.3E-06,0.0447,0.00166,0.252
1.4783,0.000248,1.04,0.924,0.0016,4.93E-05,8.89E-07,0.0463,0.00173,0.233
1.4583,0.000179,0.96,0.932,0.00166,3.71E-05,6.17E-07,0.0485,0.00179,0.234
1.4383,0.000127,0.528,0.93,0.00173,2.8E-05,2.54E-07,0.0512,0.00184,0.217
1.4183,8.9E-05,0.23,0.937,0.00181,2.08E-05,8E-08,0.0547,0.00188,0.206
1.3983,6.53E-05,-0.333,0.934,0.00194,1.64E-05,-9.79E-08,0.0587,0.00198,0.192
1.3783,4.98E-05,1.86,0.938,0.00205,1.32E-05,4.27E-07,0.0624,0.00215,0.193
1.3583,4.19E-05,0.856,0.94,0.00223,1.18E-05,1.77E-07,0.0674,0.00237,0.182
1.3383,3.67E-05,1.42,0.947,0.00245,1.1E-05,2.74E-07,0.0732,0.0026,0.179
1.3183,3.49E-05,1.46,0.951,0.00266,1.11E-05,2.88E-07,0.0785,0.00277,0.163
1.2983,3.26E-05,2.46,0.949,0.00281,1.09E-05,4.47E-07,0.0829,0.00294,0.16
1.2783,3.78E-05,3.44,0.954,0.0029,1.3E-05,8.08E-07,0.0863,0.00307,0.16
1.2583,3.53E-05,2.14,0.947,0.00298,1.26E-05,4.69E-07,0.0887,0.00313,0.142
1.2383,3.56E-05,1.94,0.941,0.00301,1.3E-05,4.37E-07,0.0904,0.00316,0.14
1.2183,3.29E-05,5.15,0.943,0.00302,1.2E-05,1.08E-06,0.0913,0.00316,0.137
1.1983,3.25E-05,1.14,0.939,0.00302,1.18E-05,2.34E-07,0.0915,0.00316,0.131
1.1783,3.15E-05,1.2,0.947,0.00299,1.13E-05,2.34E-07,0.0912,0.00316,0.133
1.1583,3.31E-05,1.74,0.939,0.00298,1.18E-05,3.61E-07,0.0904,0.00312,0.108
1.1383,3.48E-05,1.02,0.944,0.00294,1.21E-05,2.13E-07,0.0892,0.00311,0.109
1.1183,3.79E-05,1.66,0.962,0.00285,1.27E-05,3.62E-07,0.0876,0.00303,0.112
1.0983,4.03E-05,-2.88,0.961,0.00277,1.3E-05,-7.24E-07,0.0852,0.00294,0.112
1.0783,4.45E-05,2.98,0.952,0.00272,1.41E-05,7.3E-07,0.0831,0.00286,0.0954
1.0583,4.63E-05,1.2,0.952,0.00264,1.41E-05,2.97E-07,0.0807,0.00277,0.0966
1.0383,3.77E-05,2.82,0.951,0.00253,1.1E-05,5.41E-07,0.0779,0.00269,0.1
1.0183,2.81E-05,5.76,0.949,0.00243,7.79E-06,7.85E-07,0.0748,0.00257,0.0996
0.9983,2.11E-05,-1.79,0.945,0.00231,5.6E-06,-1.75E-07,0.0717,0.00243,0.0877
0.9783,1.13E-05,-13.9,0.955,0.00217,2.67E-06,-2.52E-07,0.0684,0.00228,0.0835
0.9583,1.37E-05,8.72,0.959,0.00203,3.02E-06,5.06E-07,0.065,0.00213,0.0721
0.9573,1.08E-05,2.37,0.955,0.00202,2.46E-06,1.51E-07,0.0648,0.00213,0.0756
0.9567,8.47E-06,-5.6,0.955,0.00202,1.93E-06,-1.67E-07,0.0647,0.00211,0.0692
0.9547,1.21E-05,8.12,0.966,0.00181,2.68E-06,4.17E-07,0.0612,0.00211,0.107
0.9537,1.16E-05,1.34,0.966,0.00183,2.67E-06,6.4E-08,0.0616,0.00213,0.115
0.9527,1.15E-05,-4.23,0.956,0.00185,2.64E-06,-1.78E-07,0.0619,0.00216,0.105
0.9517,1.32E-05,8.62,0.956,0.00187,3.09E-06,4.67E-07,0.0623,0.00216,0.0927
0.9507,1.22E-05,-7.86,0.962,0.00189,2.81E-06,-3.99E-07,0.0627,0.00218,0.107
0.9497,1.06E-05,14,0.961,0.0019,2.31E-06,6.69E-07,0.063,0.0022,0.107
0.9487,1.18E-05,6.9,0.959,0.00192,2.81E-06,3.61E-07,0.0634,0.00222,0.102
0.9477,1.52E-05,6.81,0.959,0.00194,3.63E-06,3.63E-07,0.0638,0.00224,0.11
0.9467,1.55E-05,4.27,0.961,0.00196,3.71E-06,2.71E-07,0.0642,0.00224,0.0997
0.9457,1.35E-05,-23.9,0.962,0.00198,2.72E-06,-7.63E-07,0.0646,0.00226,0.0982
0.9329,9.14E-06,-3.11,0.96,0.00219,2.36E-06,-1.37E-07,0.0696,0.00245,0.0986
0.9309,1.03E-05,-19.7,0.965,0.00236,2.31E-06,-7.68E-07,0.075,0.00265,0.101
0.9109,9.61E-06,0.528,0.968,0.00255,2.86E-06,1.19E-08,0.0792,0.00273,0.0874
0.8909,8.47E-06,26.5,0.965,0.00264,1.11E-06,-2.09E-07,0.0828,0.0029,0.0859
0.8709,5.91E-06,0.929,0.964,0.00277,1.86E-06,1.29E-07,0.0898,0.00312,0.0823
0.8509,8.95E-06,-97.8,0.959,0.00285,-4.44E-07,-2.73E-06,0.0962,0.0032,0.0925
0.8309,8.75E-06,0.917,0.954,0.00294,3.19E-06,2E-07,0.101,0.00316,0.079
0.8109,1.3E-05,70.6,0.961,0.00298,1.24E-06,3.78E-06,0.102,0.0032,0.0908
0.7909,3.78E-06,19.9,0.965,0.00298,1E-06,3.64E-07,0.102,0.00324,0.0877
0.7709,1.42E-05,57.9,0.96,0.00298,2.5E-06,3.88E-06,0.101,0.00332,0.0819
0.7509,1.39E-05,-1.64,0.967,0.00298,4.71E-06,6.27E-08,0.0984,0.00329,0.0729
0.7309,1.34E-05,46.5,0.971,0.00289,3.29E-06,2.72E-06,0.094,0.00312,0.0719
0.7109,1.32E-05,22.4,0.986,0.00272,3.23E-06,1.66E-06,0.0884,0.00295,0.0923
0.6909,2.43E-05,130,0.979,0.00247,-3.97E-06,4.95E-06,0.0806,0.00269,0.0809
0.6709,1.62E-05,-20.3,0.973,0.00213,3.18E-06,-1.58E-06,0.0698,0.00231,0.0717
0.6534,1.34E-05,77.8,0.971,0.00202,4.87E-07,1.93E-06,0.067,0.00218,0.0656
0.6514,1.66E-05,-106,0.972,0.00209,-3.44E-06,-1.11E-06,0.0692,0.00224,0.0711
0.6314,1.05E-05,24.1,0.953,0.00223,1.61E-06,1.87E-06,0.0742,0.00237,0.0735
0.6114,2.05E-05,45.7,0.941,0.00207,-3.24E-06,1.28E-06,0.0679,0.00218,0.0703
0.6014,1.66E-05,77.7,0.925,0.00196,5.81E-07,3.61E-06,0.0635,0.00207,0.0582
0.5914,1.17E-05,88,0.927,0.00183,3.83E-07,2.07E-06,0.0595,0.00194,0.0623
0.5814,1.95E-05,99.4,0.925,0.0017,-1.01E-06,3.47E-06,0.055,0.00181,0.0643
0.5714,5.89E-06,56.3,0.929,0.00157,-2.61E-07,3.64E-07,0.0507,0.00167,0.051
0.5614,1.19E-05,10.5,0.944,0.00139,-4.95E-07,4.64E-07,0.0454,0.0015,0.0651
0.5514,8.47E-06,59,0.947,0.00126,-2.45E-07,7.44E-07,0.041,0.00135,0.0543
0.5414,1.17E-05,48.9,0.941,0.00116,1.81E-07,4.85E-07,0.0377,0.00125,0.0554
0.5314,2.26E-05,95.5,0.94,0.00106,-4.87E-07,2.16E-06,0.0346,0.00115,0.0755
0.5214,2.5E-05,110,0.941,0.000957,-1.23E-06,2.2E-06,0.0311,0.00105,0.085
0.5114,2.13E-05,24.2,0.927,0.000843,-4.39E-07,7.04E-07,0.0272,0.000919,0.0802
0.5014,3.26E-05,60.3,0.934,0.000725,-1.73E-06,1.05E-06,0.0234,0.000796,0.0851
0.4914,3.75E-05,129,0.88,0.000614,-1.49E-06,1.96E-06,0.0187,0.000667,0.0794
0.4814,4.48E-05,81.6,0.772,0.000434,-1.86E-06,1.38E-06,0.0113,0.000445,0.0298
0.4714,0.000125,123,0.641,0.000345,-2.47E-06,4.02E-06,0.0074,0.000334,-0.023
