Energie/eV,PDS-Betrag,Phase/°,Trans_korr,Ref/V,X-Wert/V,Y-Wert/V,Trans/V,Reflexion/V,Refl_korr
3.7184,5.01E-03,6.64E-01,4.32E-01,1.49E-04,1.10E-04,1.28E-06,1.51E-03,1.47E-04,2.83E-01
3.6984,5.10E-03,5.11E-01,4.30E-01,1.70E-04,1.28E-04,1.13E-06,1.75E-03,1.70E-04,3.07E-01
3.6784,5.14E-03,1.01E+00,4.27E-01,1.89E-04,1.42E-04,2.48E-06,1.94E-03,1.88E-04,3.05E-01
3.6584,5.22E-03,1.07E+00,4.27E-01,2.10E-04,1.59E-04,2.97E-06,2.19E-03,2.11E-04,3.21E-01
3.6384,5.22E-03,6.55E-01,4.23E-01,2.32E-04,1.76E-04,1.96E-06,2.43E-03,2.33E-04,3.29E-01
3.6184,5.28E-03,8.49E-01,4.26E-01,2.51E-04,1.92E-04,2.83E-06,2.69E-03,2.56E-04,3.44E-01
3.5984,5.37E-03,6.18E-01,4.29E-01,2.73E-04,2.10E-04,2.23E-06,2.97E-03,2.81E-04,3.61E-01
3.5784,5.44E-03,6.16E-01,4.31E-01,2.94E-04,2.30E-04,2.44E-06,3.27E-03,3.06E-04,3.69E-01
3.5584,5.50E-03,8.54E-01,4.33E-01,3.15E-04,2.49E-04,3.69E-06,3.54E-03,3.29E-04,3.77E-01
3.5384,5.56E-03,7.95E-01,4.34E-01,3.36E-04,2.66E-04,3.69E-06,3.84E-03,3.51E-04,3.78E-01
3.5184,5.56E-03,1.18E+00,4.40E-01,3.58E-04,2.82E-04,5.73E-06,4.22E-03,3.78E-04,3.93E-01
3.4984,5.54E-03,8.27E-01,4.43E-01,3.79E-04,2.96E-04,4.23E-06,4.56E-03,4.03E-04,4.01E-01
3.4784,5.56E-03,7.90E-01,4.51E-01,3.96E-04,3.10E-04,4.23E-06,4.94E-03,4.27E-04,4.14E-01
3.4584,5.53E-03,7.70E-01,4.53E-01,4.17E-04,3.23E-04,4.30E-06,5.30E-03,4.51E-04,4.13E-01
3.4384,5.46E-03,1.03E+00,4.63E-01,4.35E-04,3.32E-04,5.94E-06,5.70E-03,4.74E-04,4.27E-01
3.4184,5.40E-03,8.66E-01,4.71E-01,4.53E-04,3.41E-04,5.12E-06,6.16E-03,4.99E-04,4.36E-01
3.3984,5.29E-03,6.21E-01,4.78E-01,4.73E-04,3.50E-04,3.77E-06,6.63E-03,5.23E-04,4.43E-01
3.3784,5.21E-03,7.30E-01,4.81E-01,4.89E-04,3.53E-04,4.37E-06,7.07E-03,5.46E-04,4.44E-01
3.3584,5.14E-03,6.70E-01,4.97E-01,5.03E-04,3.60E-04,4.13E-06,7.59E-03,5.69E-04,4.60E-01
3.3384,5.03E-03,8.42E-01,5.04E-01,5.19E-04,3.60E-04,5.26E-06,8.10E-03,5.89E-04,4.60E-01
3.3184,4.86E-03,6.83E-01,5.15E-01,5.36E-04,3.59E-04,4.23E-06,8.66E-03,6.14E-04,4.66E-01
3.2984,4.74E-03,8.89E-01,5.29E-01,5.46E-04,3.55E-04,5.42E-06,9.21E-03,6.31E-04,4.76E-01
3.2784,4.48E-03,9.57E-01,5.41E-01,5.62E-04,3.44E-04,5.67E-06,9.81E-03,6.49E-04,4.75E-01
3.2584,4.33E-03,1.00E+00,5.62E-01,5.70E-04,3.39E-04,5.96E-06,1.04E-02,6.66E-04,4.84E-01
3.2384,4.07E-03,1.04E+00,5.80E-01,5.80E-04,3.23E-04,5.82E-06,1.11E-02,6.83E-04,4.91E-01
3.2184,3.83E-03,8.60E-01,5.90E-01,5.96E-04,3.11E-04,4.62E-06,1.18E-02,7.00E-04,4.81E-01
3.1984,3.65E-03,4.52E-01,6.12E-01,6.06E-04,3.01E-04,2.41E-06,1.25E-02,7.17E-04,4.87E-01
3.1784,3.40E-03,8.51E-01,6.32E-01,6.22E-04,2.87E-04,4.28E-06,1.34E-02,7.34E-04,4.83E-01
3.1584,3.17E-03,6.15E-01,6.52E-01,6.41E-04,2.74E-04,3.02E-06,1.43E-02,7.59E-04,4.88E-01
3.1384,2.91E-03,8.91E-01,6.62E-01,6.64E-04,2.61E-04,4.02E-06,1.53E-02,7.76E-04,4.65E-01
3.1184,2.70E-03,9.89E-01,6.84E-01,6.81E-04,2.47E-04,4.23E-06,1.63E-02,8.02E-04,4.66E-01
3.0997,2.48E-03,1.60E+00,6.97E-01,6.98E-04,2.33E-04,6.54E-06,1.72E-02,8.19E-04,4.55E-01
3.0977,2.53E-03,7.12E-01,6.97E-01,6.30E-04,2.14E-04,2.69E-06,1.55E-02,7.34E-04,4.49E-01
3.0777,2.32E-03,7.21E-01,7.21E-01,6.39E-04,1.98E-04,2.47E-06,1.64E-02,7.50E-04,4.54E-01
3.0577,2.11E-03,7.35E-01,7.33E-01,6.47E-04,1.83E-04,2.33E-06,1.71E-02,7.51E-04,4.36E-01
3.0377,1.93E-03,8.85E-01,7.45E-01,6.56E-04,1.69E-04,2.60E-06,1.77E-02,7.59E-04,4.31E-01
3.0177,1.76E-03,9.43E-01,7.63E-01,6.64E-04,1.55E-04,2.53E-06,1.84E-02,7.59E-04,4.11E-01
2.9977,1.60E-03,7.02E-01,7.74E-01,6.73E-04,1.43E-04,1.74E-06,1.91E-02,7.68E-04,4.07E-01
2.9777,1.47E-03,1.04E+00,7.83E-01,6.81E-04,1.33E-04,2.40E-06,1.98E-02,7.71E-04,3.86E-01
2.9577,1.33E-03,5.06E-01,8.00E-01,6.90E-04,1.22E-04,1.06E-06,2.04E-02,7.76E-04,3.82E-01
2.9377,1.20E-03,2.89E-01,8.08E-01,6.98E-04,1.12E-04,5.64E-07,2.09E-02,7.76E-04,3.60E-01
2.9177,1.12E-03,3.56E-01,8.17E-01,7.00E-04,1.04E-04,6.33E-07,2.14E-02,7.76E-04,3.56E-01
2.8977,1.02E-03,1.21E+00,8.23E-01,7.07E-04,9.45E-05,1.98E-06,2.18E-02,7.76E-04,3.41E-01
2.8777,9.28E-04,1.07E+00,8.38E-01,7.07E-04,8.58E-05,1.60E-06,2.23E-02,7.76E-04,3.40E-01
2.8577,8.61E-04,8.96E-01,8.45E-01,7.15E-04,8.08E-05,1.25E-06,2.29E-02,7.77E-04,3.17E-01
2.8377,8.17E-04,6.08E-01,8.48E-01,7.24E-04,7.76E-05,8.29E-07,2.33E-02,7.78E-04,2.98E-01
2.8177,7.60E-04,1.53E+00,8.54E-01,7.32E-04,7.31E-05,1.93E-06,2.38E-02,7.85E-04,2.90E-01
2.7977,7.09E-04,5.29E-01,8.59E-01,7.41E-04,6.86E-05,6.49E-07,2.44E-02,7.94E-04,2.86E-01
2.7777,6.67E-04,1.09E+00,8.60E-01,7.58E-04,6.61E-05,1.24E-06,2.51E-02,8.02E-04,2.68E-01
2.7577,6.17E-04,-2.29E-01,8.64E-01,7.75E-04,6.23E-05,-2.65E-07,2.60E-02,8.16E-04,2.54E-01
2.7377,5.77E-04,7.46E-02,8.77E-01,8.01E-04,6.02E-05,9.91E-08,2.71E-02,8.36E-04,2.45E-01
2.7177,5.43E-04,5.45E-01,8.83E-01,8.35E-04,5.92E-05,5.68E-07,2.86E-02,8.70E-04,2.43E-01
2.6977,5.34E-04,2.46E+00,8.83E-01,8.78E-04,6.02E-05,2.57E-06,3.03E-02,9.11E-04,2.24E-01
2.6777,5.06E-04,1.12E+00,8.92E-01,9.31E-04,6.12E-05,1.20E-06,3.23E-02,9.60E-04,2.17E-01
2.6577,5.05E-04,5.39E-01,8.91E-01,9.80E-04,6.38E-05,5.77E-07,3.43E-02,1.01E-03,2.08E-01
2.6377,4.81E-04,1.00E+00,8.97E-01,1.01E-03,6.33E-05,1.08E-06,3.55E-02,1.02E-03,1.93E-01
2.6177,4.84E-04,7.11E-01,8.94E-01,1.02E-03,6.35E-05,7.86E-07,3.60E-02,1.03E-03,1.91E-01
2.5977,4.93E-04,1.53E+00,8.91E-01,9.99E-04,6.33E-05,1.68E-06,3.54E-02,1.00E-03,1.72E-01
2.5777,5.23E-04,8.21E-01,8.95E-01,9.54E-04,6.39E-05,9.17E-07,3.41E-02,9.60E-04,1.63E-01
2.5577,5.47E-04,2.03E-01,8.96E-01,9.20E-04,6.47E-05,2.26E-07,3.32E-02,9.30E-04,1.56E-01
2.5377,5.82E-04,1.54E+00,9.06E-01,8.95E-04,6.72E-05,1.81E-06,3.23E-02,8.99E-04,1.59E-01
2.5177,6.25E-04,1.18E+00,9.01E-01,8.69E-04,6.93E-05,1.42E-06,3.13E-02,8.70E-04,1.49E-01
2.4977,6.68E-04,8.94E-01,9.02E-01,8.52E-04,7.23E-05,1.13E-06,3.06E-02,8.45E-04,1.40E-01
2.4777,7.22E-04,1.47E+00,8.98E-01,8.18E-04,7.56E-05,1.94E-06,2.95E-02,8.06E-04,1.31E-01
2.4577,7.91E-04,1.36E+00,8.94E-01,8.01E-04,8.08E-05,1.90E-06,2.89E-02,7.85E-04,1.19E-01
2.4377,8.48E-04,2.28E+00,8.94E-01,7.84E-04,8.50E-05,3.38E-06,2.86E-02,7.68E-04,1.14E-01
2.4177,9.50E-04,9.62E-01,9.00E-01,7.76E-04,9.48E-05,1.59E-06,2.83E-02,7.59E-04,1.08E-01
2.3977,1.06E-03,1.19E+00,8.83E-01,7.75E-04,1.05E-04,2.17E-06,2.80E-02,7.59E-04,9.53E-02
2.3777,1.17E-03,1.83E+00,8.90E-01,7.67E-04,1.14E-04,3.68E-06,2.75E-02,7.42E-04,9.20E-02
2.3577,1.31E-03,1.74E+00,8.86E-01,7.50E-04,1.24E-04,3.76E-06,2.68E-02,7.25E-04,9.04E-02
2.3377,1.48E-03,1.18E+00,8.75E-01,7.41E-04,1.40E-04,2.83E-06,2.63E-02,7.17E-04,8.98E-02
2.3177,1.71E-03,1.61E+00,8.70E-01,7.33E-04,1.59E-04,4.47E-06,2.59E-02,7.08E-04,8.73E-02
2.2977,1.98E-03,1.21E+00,8.60E-01,7.27E-04,1.83E-04,3.85E-06,2.57E-02,7.07E-04,8.95E-02
2.2777,2.29E-03,1.55E+00,8.44E-01,7.24E-04,2.10E-04,5.68E-06,2.52E-02,7.08E-04,8.62E-02
2.2577,2.66E-03,1.26E+00,8.38E-01,7.08E-04,2.38E-04,5.24E-06,2.45E-02,7.00E-04,9.05E-02
2.2546,2.73E-03,1.29E+00,8.27E-01,7.07E-04,2.44E-04,5.46E-06,2.42E-02,6.99E-04,8.40E-02
2.2526,3.04E-03,8.52E-01,8.45E-01,6.64E-04,2.59E-04,3.86E-06,1.97E-02,6.42E-04,6.98E-02
2.2326,3.53E-03,7.98E-01,8.24E-01,6.73E-04,3.07E-04,4.23E-06,1.95E-02,6.57E-04,7.73E-02
2.2126,4.10E-03,7.25E-01,8.11E-01,6.74E-04,3.54E-04,4.48E-06,1.90E-02,6.65E-04,8.66E-02
2.1926,4.69E-03,1.16E+00,7.74E-01,6.81E-04,4.10E-04,8.26E-06,1.84E-02,6.83E-04,1.01E-01
2.1755,5.28E-03,8.42E-01,7.50E-01,6.81E-04,4.61E-04,6.79E-06,1.78E-02,6.91E-04,1.18E-01
2.1735,5.42E-03,8.63E-01,7.43E-01,6.90E-04,4.79E-04,7.35E-06,1.79E-02,7.00E-04,1.17E-01
2.1535,6.09E-03,1.22E+00,7.11E-01,6.96E-04,5.46E-04,1.17E-05,1.73E-02,7.25E-04,1.41E-01
2.1335,6.72E-03,8.09E-01,6.79E-01,6.99E-04,6.06E-04,8.46E-06,1.67E-02,7.42E-04,1.61E-01
2.1135,7.35E-03,8.93E-01,6.50E-01,6.98E-04,6.61E-04,1.02E-05,1.59E-02,7.66E-04,1.94E-01
2.0935,7.96E-03,1.31E+00,6.30E-01,6.92E-04,7.07E-04,1.62E-05,1.52E-02,7.85E-04,2.32E-01
2.0735,8.43E-03,1.17E+00,6.01E-01,6.98E-04,7.53E-04,1.51E-05,1.46E-02,8.03E-04,2.45E-01
2.0565,8.84E-03,1.24E+00,5.84E-01,6.98E-04,7.88E-04,1.71E-05,1.42E-02,8.28E-04,2.73E-01
2.0545,9.19E-03,5.93E-01,5.76E-01,7.07E-04,8.28E-04,8.46E-06,1.41E-02,8.34E-04,2.77E-01
2.0345,9.59E-03,5.82E-01,5.59E-01,7.84E-04,9.48E-04,9.61E-06,1.52E-02,9.53E-04,3.04E-01
2.0145,9.78E-03,5.65E-01,5.43E-01,8.35E-04,1.03E-03,1.02E-05,1.56E-02,1.04E-03,3.42E-01
1.9945,1.00E-02,1.12E+00,5.24E-01,8.61E-04,1.09E-03,2.12E-05,1.56E-02,1.09E-03,3.65E-01
1.9745,1.01E-02,1.09E+00,5.17E-01,8.77E-04,1.12E-03,2.12E-05,1.56E-02,1.13E-03,3.98E-01
1.9545,1.01E-02,8.69E-01,5.17E-01,8.85E-04,1.13E-03,1.70E-05,1.57E-02,1.17E-03,4.31E-01
1.9345,9.84E-03,1.10E+00,5.24E-01,8.86E-04,1.11E-03,2.12E-05,1.60E-02,1.17E-03,4.25E-01
1.9145,9.52E-03,1.14E+00,5.40E-01,8.93E-04,1.07E-03,2.12E-05,1.65E-02,1.17E-03,4.20E-01
1.8945,9.19E-03,1.18E+00,5.59E-01,8.95E-04,1.03E-03,2.12E-05,1.70E-02,1.17E-03,4.17E-01
1.8745,8.88E-03,1.16E+00,5.77E-01,9.03E-04,1.01E-03,2.02E-05,1.76E-02,1.17E-03,4.03E-01
1.8545,8.73E-03,1.08E+00,5.92E-01,9.03E-04,9.81E-04,1.84E-05,1.79E-02,1.15E-03,3.87E-01
1.8373,8.69E-03,6.40E-01,5.93E-01,9.01E-04,9.73E-04,1.09E-05,1.79E-02,1.13E-03,3.70E-01
1.8353,8.81E-03,1.02E+00,5.91E-01,8.09E-04,9.57E-04,1.71E-05,1.76E-02,1.11E-03,4.12E-01
1.8153,8.92E-03,1.26E+00,5.88E-01,8.52E-04,1.04E-03,2.28E-05,1.87E-02,1.15E-03,4.13E-01
1.7953,8.90E-03,1.10E+00,5.78E-01,8.95E-04,1.12E-03,2.12E-05,1.97E-02,1.17E-03,4.06E-01
1.7753,8.89E-03,1.04E+00,5.74E-01,9.46E-04,1.18E-03,2.12E-05,2.06E-02,1.28E-03,4.52E-01
1.7553,8.63E-03,1.09E+00,5.71E-01,1.01E-03,1.21E-03,2.31E-05,2.17E-02,1.43E-03,4.90E-01
1.7353,8.34E-03,1.01E+00,5.87E-01,1.09E-03,1.22E-03,2.12E-05,2.31E-02,1.60E-03,5.49E-01
1.7153,7.74E-03,1.04E+00,6.05E-01,1.17E-03,1.17E-03,2.12E-05,2.49E-02,1.73E-03,5.64E-01
1.6953,7.07E-03,1.10E+00,6.33E-01,1.23E-03,1.11E-03,2.12E-05,2.69E-02,1.79E-03,5.66E-01
1.6753,6.31E-03,1.19E+00,6.62E-01,1.28E-03,1.02E-03,2.12E-05,2.89E-02,1.86E-03,5.64E-01
1.6553,5.59E-03,1.31E+00,6.94E-01,1.30E-03,9.33E-04,2.12E-05,3.09E-02,1.90E-03,5.58E-01
1.6353,4.74E-03,1.19E+00,7.15E-01,1.32E-03,8.21E-04,1.71E-05,3.28E-02,1.88E-03,5.35E-01
1.6153,3.95E-03,1.29E+00,7.50E-01,1.32E-03,6.98E-04,1.58E-05,3.45E-02,1.79E-03,5.03E-01
1.6003,3.39E-03,1.60E+00,7.73E-01,1.32E-03,6.05E-04,1.68E-05,3.57E-02,1.73E-03,4.70E-01
1.5983,3.22E-03,1.60E+00,7.66E-01,1.34E-03,5.87E-04,1.65E-05,3.62E-02,1.75E-03,4.52E-01
1.5783,2.52E-03,1.05E+00,7.98E-01,1.36E-03,4.65E-04,8.46E-06,3.78E-02,1.75E-03,4.30E-01
1.5583,1.96E-03,1.39E+00,8.24E-01,1.38E-03,3.62E-04,8.77E-06,3.89E-02,1.79E-03,4.23E-01
1.5383,1.53E-03,1.45E+00,8.58E-01,1.41E-03,2.78E-04,7.04E-06,3.97E-02,1.78E-03,4.05E-01
1.5183,1.19E-03,1.95E+00,8.79E-01,1.47E-03,2.19E-04,7.42E-06,4.13E-02,1.77E-03,3.64E-01
1.4983,9.33E-04,1.51E+00,8.93E-01,1.54E-03,1.78E-04,4.69E-06,4.32E-02,1.79E-03,3.32E-01
1.4783,7.37E-04,1.70E+00,9.00E-01,1.60E-03,1.47E-04,4.33E-06,4.51E-02,1.83E-03,3.00E-01
1.4583,6.05E-04,4.08E-01,9.11E-01,1.66E-03,1.26E-04,7.53E-07,4.74E-02,1.90E-03,2.98E-01
1.4383,4.80E-04,1.90E+00,9.12E-01,1.73E-03,1.06E-04,3.48E-06,5.02E-02,1.92E-03,2.67E-01
1.4183,3.90E-04,1.88E+00,9.21E-01,1.81E-03,9.10E-05,2.97E-06,5.37E-02,1.96E-03,2.53E-01
1.3983,3.18E-04,1.53E+00,9.18E-01,1.94E-03,7.97E-05,2.10E-06,5.78E-02,2.07E-03,2.35E-01
1.3783,2.77E-04,1.84E+00,9.26E-01,2.05E-03,7.32E-05,2.37E-06,6.16E-02,2.24E-03,2.36E-01
1.3583,2.48E-04,4.65E-01,9.33E-01,2.22E-03,6.94E-05,5.83E-07,6.65E-02,2.45E-03,2.27E-01
1.3383,2.41E-04,2.59E+00,9.36E-01,2.45E-03,7.23E-05,3.28E-06,7.24E-02,2.67E-03,2.07E-01
1.3183,2.46E-04,2.27E+00,9.45E-01,2.64E-03,7.82E-05,3.10E-06,7.76E-02,2.86E-03,2.01E-01
1.2983,2.54E-04,1.43E+00,9.39E-01,2.81E-03,8.53E-05,2.13E-06,8.20E-02,2.99E-03,1.75E-01
1.2783,2.75E-04,1.95E+00,9.45E-01,2.90E-03,9.50E-05,3.22E-06,8.53E-02,3.12E-03,1.77E-01
1.2583,2.95E-04,1.39E+00,9.36E-01,2.98E-03,1.05E-04,2.56E-06,8.77E-02,3.20E-03,1.66E-01
1.2383,3.00E-04,1.19E+00,9.38E-01,2.99E-03,1.08E-04,2.22E-06,8.93E-02,3.20E-03,1.65E-01
1.2183,2.79E-04,1.68E+00,9.32E-01,3.02E-03,1.02E-04,2.97E-06,9.02E-02,3.20E-03,1.52E-01
1.1983,2.58E-04,2.06E+00,9.30E-01,3.02E-03,9.36E-05,3.35E-06,9.05E-02,3.20E-03,1.45E-01
1.1783,2.46E-04,1.63E+00,9.40E-01,2.98E-03,8.81E-05,2.51E-06,9.03E-02,3.20E-03,1.50E-01
1.1583,2.56E-04,1.37E+00,9.37E-01,2.96E-03,9.06E-05,2.17E-06,8.95E-02,3.16E-03,1.30E-01
1.1383,3.02E-04,1.75E+00,9.45E-01,2.90E-03,1.04E-04,3.15E-06,8.82E-02,3.12E-03,1.23E-01
1.1183,3.62E-04,1.81E+00,9.50E-01,2.85E-03,1.21E-04,3.83E-06,8.64E-02,3.07E-03,1.27E-01
1.0983,4.13E-04,1.04E+00,9.50E-01,2.77E-03,1.34E-04,2.44E-06,8.40E-02,2.99E-03,1.30E-01
1.0783,4.68E-04,1.48E+00,9.47E-01,2.69E-03,1.46E-04,3.76E-06,8.17E-02,2.88E-03,1.17E-01
1.0583,5.27E-04,1.61E+00,9.37E-01,2.63E-03,1.60E-04,4.52E-06,7.92E-02,2.80E-03,1.09E-01
1.0383,4.75E-04,1.10E+00,9.40E-01,2.52E-03,1.38E-04,2.65E-06,7.66E-02,2.73E-03,1.23E-01
1.0183,3.45E-04,1.80E+00,9.37E-01,2.43E-03,9.62E-05,3.03E-06,7.39E-02,2.60E-03,1.13E-01
0.9983,2.31E-04,1.53E+00,9.38E-01,2.30E-03,6.13E-05,1.63E-06,7.10E-02,2.48E-03,1.08E-01
0.9783,1.59E-04,1.00E+00,9.49E-01,2.17E-03,3.94E-05,6.95E-07,6.79E-02,2.31E-03,9.36E-02
0.9583,1.12E-04,2.41E+00,9.57E-01,2.02E-03,2.57E-05,1.08E-06,6.46E-02,2.16E-03,8.56E-02
0.9573,1.07E-04,2.15E+00,9.50E-01,2.02E-03,2.47E-05,9.20E-07,6.44E-02,2.16E-03,8.98E-02
0.9567,1.08E-04,1.19E+00,9.50E-01,2.02E-03,2.50E-05,5.20E-07,6.43E-02,2.15E-03,8.87E-02
0.9547,1.04E-04,4.04E+00,9.62E-01,1.81E-03,2.40E-05,1.70E-06,6.09E-02,2.15E-03,1.29E-01
0.9537,1.05E-04,1.84E+00,9.63E-01,1.83E-03,2.43E-05,7.87E-07,6.14E-02,2.17E-03,1.37E-01
0.9527,1.02E-04,1.47E+00,9.52E-01,1.85E-03,2.40E-05,5.97E-07,6.17E-02,2.18E-03,1.16E-01
0.9517,1.00E-04,2.50E+00,9.60E-01,1.86E-03,2.35E-05,1.02E-06,6.20E-02,2.20E-03,1.24E-01
0.9507,1.02E-04,1.63E+00,9.64E-01,1.87E-03,2.40E-05,6.71E-07,6.24E-02,2.22E-03,1.37E-01
0.9497,9.88E-05,2.36E+00,9.57E-01,1.90E-03,2.34E-05,9.61E-07,6.28E-02,2.22E-03,1.18E-01
0.9487,9.08E-05,5.85E-01,9.55E-01,1.92E-03,2.19E-05,2.23E-07,6.31E-02,2.24E-03,1.12E-01
0.9477,9.29E-05,2.50E+00,9.56E-01,1.94E-03,2.25E-05,9.80E-07,6.36E-02,2.26E-03,1.22E-01
0.9467,9.62E-05,4.51E+00,9.67E-01,1.94E-03,2.31E-05,1.82E-06,6.39E-02,2.28E-03,1.31E-01
0.9457,9.34E-05,3.67E+00,9.67E-01,1.96E-03,2.27E-05,1.45E-06,6.44E-02,2.30E-03,1.28E-01
0.9329,7.77E-05,2.40E+00,9.58E-01,2.19E-03,2.04E-05,8.53E-07,6.94E-02,2.48E-03,1.11E-01
0.9309,7.43E-05,2.74E+00,9.62E-01,2.36E-03,2.11E-05,1.00E-06,7.46E-02,2.65E-03,1.03E-01
0.9109,6.40E-05,1.41E+00,9.68E-01,2.55E-03,1.91E-05,4.73E-07,7.90E-02,2.77E-03,1.06E-01
0.8909,5.42E-05,3.14E+00,9.65E-01,2.64E-03,1.68E-05,9.25E-07,8.28E-02,2.94E-03,1.01E-01
0.8709,5.06E-05,1.90E+00,9.61E-01,2.77E-03,1.69E-05,5.54E-07,8.95E-02,3.16E-03,9.74E-02
0.8509,5.03E-05,2.34E+00,9.56E-01,2.85E-03,1.79E-05,7.35E-07,9.58E-02,3.20E-03,9.29E-02
0.8309,4.67E-05,4.49E+00,9.51E-01,2.93E-03,1.74E-05,1.36E-06,1.00E-01,3.20E-03,9.47E-02
0.8109,5.15E-05,-1.61E-01,9.56E-01,2.98E-03,1.94E-05,-3.64E-08,1.02E-01,3.20E-03,9.11E-02
0.7909,5.75E-05,3.38E+00,9.61E-01,2.98E-03,2.13E-05,1.24E-06,1.02E-01,3.29E-03,1.03E-01
0.7709,6.30E-05,2.83E+00,9.55E-01,2.98E-03,2.27E-05,1.12E-06,1.00E-01,3.33E-03,8.60E-02
0.7509,6.96E-05,2.43E+00,9.74E-01,2.94E-03,2.42E-05,1.01E-06,9.79E-02,3.29E-03,8.65E-02
0.7309,7.53E-05,2.73E+00,9.78E-01,2.86E-03,2.47E-05,1.17E-06,9.35E-02,3.16E-03,1.00E-01
0.7109,8.08E-05,4.63E+00,9.80E-01,2.72E-03,2.48E-05,2.02E-06,8.79E-02,2.95E-03,9.23E-02
0.6909,8.38E-05,3.17E+00,9.73E-01,2.47E-03,2.35E-05,1.31E-06,8.01E-02,2.69E-03,8.09E-02
0.6709,8.86E-05,3.72E+00,9.73E-01,2.13E-03,2.16E-05,1.41E-06,6.98E-02,2.35E-03,9.10E-02
0.6534,9.10E-05,2.63E+00,9.70E-01,2.02E-03,2.14E-05,9.82E-07,6.69E-02,2.20E-03,7.60E-02
0.6514,9.50E-05,1.61E+00,9.68E-01,2.09E-03,2.28E-05,6.49E-07,6.89E-02,2.24E-03,7.12E-02
0.6314,9.34E-05,4.53E+00,9.54E-01,2.22E-03,2.38E-05,1.87E-06,7.37E-02,2.37E-03,8.23E-02
0.6114,9.36E-05,5.93E+00,9.41E-01,2.05E-03,2.22E-05,2.30E-06,6.74E-02,2.20E-03,8.53E-02
0.6014,8.70E-05,8.29E+00,9.29E-01,1.94E-03,1.91E-05,2.79E-06,6.31E-02,2.07E-03,6.96E-02
0.5914,8.77E-05,8.59E+00,9.20E-01,1.83E-03,1.81E-05,2.73E-06,5.90E-02,1.94E-03,6.23E-02
0.5814,8.43E-05,7.73E+00,9.19E-01,1.70E-03,1.63E-05,2.21E-06,5.46E-02,1.82E-03,6.46E-02
0.5714,8.66E-05,6.87E+00,9.30E-01,1.55E-03,1.51E-05,1.81E-06,5.03E-02,1.67E-03,5.87E-02
0.5614,9.27E-05,1.05E+01,9.41E-01,1.38E-03,1.42E-05,2.63E-06,4.51E-02,1.49E-03,6.79E-02
0.5514,9.08E-05,6.49E+00,9.42E-01,1.26E-03,1.28E-05,1.45E-06,4.07E-02,1.35E-03,5.53E-02
0.5414,9.01E-05,8.19E+00,9.41E-01,1.15E-03,1.15E-05,1.65E-06,3.75E-02,1.25E-03,6.53E-02
0.5314,8.90E-05,8.68E+00,9.43E-01,1.05E-03,1.03E-05,1.58E-06,3.44E-02,1.15E-03,8.56E-02
0.5214,8.68E-05,1.46E+01,9.35E-01,9.56E-04,8.95E-06,2.30E-06,3.09E-02,1.05E-03,8.53E-02
0.5114,8.33E-05,1.20E+01,9.27E-01,8.36E-04,7.63E-06,1.62E-06,2.70E-02,9.18E-04,8.74E-02
0.5014,8.35E-05,1.10E+01,9.29E-01,7.24E-04,6.63E-06,1.29E-06,2.33E-02,7.96E-04,8.67E-02
0.4914,7.02E-05,1.94E+01,8.77E-01,6.14E-04,4.52E-06,1.57E-06,1.86E-02,6.67E-04,8.04E-02
