Energie/eV,PDS-Betrag,Phase/°,Trans_korr,Ref/V,X-Wert/V,Y-Wert/V,Trans/V,Reflexion/V,Refl_korr
3.2984,4.13E-03,1.54E-01,5.89E-01,5.37E-04,3.05E-04,7.63E-07,1.01E-02,5.63E-04,3.68E-01
3.2784,3.87E-03,3.80E-01,5.99E-01,5.54E-04,2.94E-04,1.98E-06,1.07E-02,5.82E-04,3.70E-01
3.2584,3.74E-03,2.16E+00,6.16E-01,5.63E-04,2.90E-04,1.10E-05,1.13E-02,5.97E-04,3.78E-01
3.2384,3.55E-03,3.97E-01,6.37E-01,5.72E-04,2.78E-04,1.90E-06,1.20E-02,6.14E-04,3.89E-01
3.2184,3.24E-03,-2.42E-01,6.43E-01,5.89E-04,2.60E-04,-9.87E-07,1.27E-02,6.23E-04,3.66E-01
3.1984,3.07E-03,2.44E-01,6.67E-01,5.97E-04,2.50E-04,1.03E-06,1.34E-02,6.40E-04,3.75E-01
3.1784,2.82E-03,-7.86E-01,6.84E-01,6.14E-04,2.35E-04,-3.30E-06,1.43E-02,6.57E-04,3.72E-01
3.1584,2.69E-03,4.41E-01,7.02E-01,6.31E-04,2.30E-04,1.77E-06,1.52E-02,6.74E-04,3.70E-01
3.1384,2.47E-03,1.21E+00,7.07E-01,6.55E-04,2.18E-04,4.57E-06,1.62E-02,7.00E-04,3.65E-01
3.1184,2.28E-03,1.24E+00,7.24E-01,6.74E-04,2.06E-04,4.45E-06,1.71E-02,7.17E-04,3.52E-01
3.0997,2.08E-03,-3.40E-03,7.36E-01,6.91E-04,1.93E-04,1.59E-08,1.80E-02,7.34E-04,3.45E-01
3.0977,2.08E-03,-4.30E-01,7.38E-01,6.23E-04,1.73E-04,-1.35E-06,1.62E-02,6.57E-04,3.40E-01
3.0777,1.90E-03,6.35E-01,7.58E-01,6.31E-04,1.61E-04,1.77E-06,1.70E-02,6.73E-04,3.46E-01
3.0577,1.73E-03,1.00E-02,7.67E-01,6.40E-04,1.48E-04,4.77E-08,1.77E-02,6.74E-04,3.30E-01
3.0377,1.58E-03,-7.44E-02,7.76E-01,6.48E-04,1.37E-04,-2.15E-07,1.82E-02,6.83E-04,3.25E-01
3.0177,1.40E-03,3.29E-01,7.92E-01,6.57E-04,1.22E-04,7.04E-07,1.89E-02,6.84E-04,3.10E-01
2.9977,1.24E-03,-7.01E-01,7.99E-01,6.65E-04,1.10E-04,-1.24E-06,1.95E-02,6.91E-04,3.04E-01
2.9777,1.17E-03,-7.22E-01,8.06E-01,6.74E-04,1.05E-04,-1.35E-06,2.01E-02,7.00E-04,2.92E-01
2.9577,1.08E-03,1.29E+00,8.22E-01,6.83E-04,9.74E-05,2.12E-06,2.07E-02,7.08E-04,2.93E-01
2.9377,9.56E-04,1.77E-01,8.27E-01,6.91E-04,8.75E-05,3.82E-07,2.12E-02,7.08E-04,2.73E-01
2.9177,8.69E-04,-5.06E-01,8.35E-01,6.91E-04,7.92E-05,-5.89E-07,2.16E-02,7.08E-04,2.71E-01
2.8977,8.12E-04,-1.07E+00,8.38E-01,7.00E-04,7.45E-05,-1.28E-06,2.20E-02,7.08E-04,2.54E-01
2.8777,7.05E-04,-2.52E+00,8.51E-01,7.00E-04,6.42E-05,-2.62E-06,2.24E-02,7.09E-04,2.56E-01
2.8577,6.26E-04,4.56E-01,8.55E-01,7.08E-04,5.81E-05,9.01E-07,2.29E-02,7.17E-04,2.43E-01
2.8377,6.29E-04,2.53E+00,8.60E-01,7.17E-04,5.91E-05,2.54E-06,2.34E-02,7.25E-04,2.36E-01
2.8177,5.72E-04,1.95E+00,8.64E-01,7.25E-04,5.43E-05,1.90E-06,2.39E-02,7.30E-04,2.25E-01
2.7977,5.80E-04,3.01E+00,8.67E-01,7.34E-04,5.51E-05,2.79E-06,2.44E-02,7.41E-04,2.24E-01
2.7777,5.71E-04,1.83E+00,8.64E-01,7.51E-04,5.58E-05,1.74E-06,2.50E-02,7.51E-04,2.10E-01
2.7577,5.44E-04,-1.47E+00,8.66E-01,7.68E-04,5.43E-05,-1.32E-06,2.58E-02,7.62E-04,1.94E-01
2.7377,5.05E-04,1.26E+00,8.76E-01,7.93E-04,5.22E-05,1.23E-06,2.68E-02,7.85E-04,1.90E-01
2.7177,4.76E-04,7.28E-01,8.80E-01,8.28E-04,5.12E-05,7.98E-07,2.82E-02,8.19E-04,1.91E-01
2.6977,4.97E-04,3.60E-01,8.79E-01,8.70E-04,5.56E-05,2.05E-07,2.99E-02,8.62E-04,1.76E-01
2.6777,4.73E-04,-3.99E-01,8.89E-01,9.21E-04,5.65E-05,-4.63E-07,3.19E-02,9.13E-04,1.78E-01
2.6577,4.82E-04,2.36E+00,8.86E-01,9.73E-04,6.04E-05,2.47E-06,3.38E-02,9.61E-04,1.69E-01
2.6377,4.32E-04,2.94E+00,8.97E-01,9.99E-04,5.59E-05,2.84E-06,3.49E-02,9.90E-04,1.73E-01
2.6177,4.40E-04,1.35E-01,8.88E-01,1.01E-03,5.72E-05,-6.21E-09,3.54E-02,9.98E-04,1.67E-01
2.5977,5.12E-04,2.86E+00,8.93E-01,9.81E-04,6.44E-05,3.25E-06,3.49E-02,9.73E-04,1.60E-01
2.5777,5.01E-04,2.75E-01,8.90E-01,9.47E-04,6.07E-05,3.43E-07,3.36E-02,9.34E-04,1.44E-01
2.5577,5.01E-04,4.37E+00,8.90E-01,9.13E-04,5.85E-05,4.41E-06,3.27E-02,9.04E-04,1.37E-01
2.5377,5.22E-04,1.48E+00,9.02E-01,8.88E-04,5.97E-05,1.60E-06,3.19E-02,8.79E-04,1.44E-01
2.5177,5.25E-04,-1.40E+00,8.98E-01,8.62E-04,5.76E-05,-1.29E-06,3.10E-02,8.53E-04,1.38E-01
2.4977,5.70E-04,1.04E+00,8.98E-01,8.45E-04,6.11E-05,1.11E-06,3.02E-02,8.28E-04,1.28E-01
2.4777,5.70E-04,-1.39E+00,8.92E-01,8.10E-04,5.91E-05,-1.40E-06,2.91E-02,7.93E-04,1.25E-01
2.4577,6.63E-04,2.78E+00,8.87E-01,7.93E-04,6.70E-05,3.25E-06,2.85E-02,7.68E-04,1.07E-01
2.4377,7.46E-04,1.17E+00,8.86E-01,7.77E-04,7.40E-05,1.59E-06,2.81E-02,7.59E-04,1.12E-01
2.4177,8.52E-04,1.22E+00,8.94E-01,7.69E-04,8.43E-05,1.66E-06,2.79E-02,7.51E-04,1.06E-01
2.3977,9.89E-04,1.60E+00,8.80E-01,7.68E-04,9.67E-05,2.78E-06,2.77E-02,7.51E-04,9.43E-02
2.3777,1.14E-03,-1.81E+00,8.86E-01,7.59E-04,1.10E-04,-3.57E-06,2.71E-02,7.42E-04,1.02E-01
2.3577,1.34E-03,4.08E-02,8.79E-01,7.42E-04,1.26E-04,1.72E-07,2.63E-02,7.25E-04,1.00E-01
2.3377,1.60E-03,1.53E+00,8.61E-01,7.34E-04,1.49E-04,3.96E-06,2.56E-02,7.16E-04,9.88E-02
2.3177,1.88E-03,1.24E+00,8.50E-01,7.25E-04,1.73E-04,3.68E-06,2.51E-02,7.08E-04,9.73E-02
2.2977,2.27E-03,9.49E-01,8.36E-01,7.19E-04,2.07E-04,3.41E-06,2.47E-02,7.08E-04,1.02E-01
2.2777,2.69E-03,8.21E-01,8.18E-01,7.17E-04,2.44E-04,3.49E-06,2.42E-02,7.08E-04,9.66E-02
2.2577,3.17E-03,1.00E+00,7.98E-01,7.08E-04,2.85E-04,4.95E-06,2.33E-02,7.09E-04,1.03E-01
2.2546,3.36E-03,1.32E+00,7.95E-01,7.00E-04,2.97E-04,6.81E-06,2.31E-02,7.09E-04,1.07E-01
2.2526,3.69E-03,-5.17E-01,8.17E-01,6.57E-04,3.11E-04,-2.85E-06,1.89E-02,6.49E-04,8.96E-02
2.2326,4.38E-03,7.99E-01,7.89E-01,6.65E-04,3.76E-04,5.19E-06,1.84E-02,6.66E-04,1.02E-01
2.2126,4.98E-03,5.71E-01,7.64E-01,6.74E-04,4.29E-04,4.30E-06,1.79E-02,6.83E-04,1.12E-01
2.1926,5.68E-03,4.08E-01,7.37E-01,6.74E-04,4.91E-04,3.54E-06,1.73E-02,7.00E-04,1.37E-01
2.1755,6.11E-03,6.77E-01,7.06E-01,6.82E-04,5.34E-04,6.28E-06,1.68E-02,7.08E-04,1.41E-01
2.1735,6.19E-03,7.92E-01,7.05E-01,6.87E-04,5.45E-04,7.32E-06,1.69E-02,7.18E-04,1.48E-01
2.1535,6.63E-03,9.98E-01,6.75E-01,6.97E-04,5.96E-04,1.04E-05,1.65E-02,7.42E-04,1.62E-01
2.1335,7.10E-03,1.01E+00,6.53E-01,6.99E-04,6.42E-04,1.14E-05,1.60E-02,7.59E-04,1.84E-01
2.1135,7.57E-03,8.90E-01,6.35E-01,7.00E-04,6.81E-04,1.06E-05,1.56E-02,7.73E-04,2.03E-01
2.0935,7.99E-03,6.18E-01,6.26E-01,6.95E-04,7.12E-04,7.63E-06,1.52E-02,7.85E-04,2.28E-01
2.0735,8.20E-03,7.13E-01,6.11E-01,7.00E-04,7.34E-04,8.92E-06,1.49E-02,8.02E-04,2.42E-01
2.0565,8.38E-03,7.15E-01,6.04E-01,6.99E-04,7.48E-04,9.60E-06,1.47E-02,8.19E-04,2.59E-01
2.0545,8.72E-03,9.59E-01,6.02E-01,7.08E-04,7.86E-04,1.32E-05,1.48E-02,8.27E-04,2.65E-01
2.0345,8.71E-03,3.01E-01,5.95E-01,7.89E-04,8.66E-04,4.40E-06,1.63E-02,9.38E-04,2.78E-01
2.0145,8.60E-03,2.74E-01,5.98E-01,8.36E-04,9.07E-04,4.58E-06,1.72E-02,1.01E-03,3.06E-01
1.9945,8.42E-03,4.53E-01,5.98E-01,8.62E-04,9.17E-04,7.08E-06,1.79E-02,1.05E-03,3.08E-01
1.9745,8.07E-03,3.21E-01,6.09E-01,8.79E-04,8.98E-04,4.36E-06,1.85E-02,1.07E-03,3.19E-01
1.9545,7.69E-03,3.29E-01,6.26E-01,8.87E-04,8.63E-04,4.82E-06,1.91E-02,1.09E-03,3.31E-01
1.9345,7.23E-03,2.41E-01,6.40E-01,8.94E-04,8.20E-04,3.49E-06,1.97E-02,1.07E-03,3.01E-01
1.9145,6.83E-03,2.94E-01,6.64E-01,8.96E-04,7.70E-04,3.60E-06,2.03E-02,1.07E-03,2.97E-01
1.8945,6.59E-03,1.91E-01,6.79E-01,8.98E-04,7.44E-04,2.74E-06,2.08E-02,1.07E-03,2.93E-01
1.8745,6.40E-03,2.89E-01,6.87E-01,9.12E-04,7.32E-04,3.64E-06,2.12E-02,1.07E-03,2.74E-01
1.8545,6.35E-03,2.61E-01,6.99E-01,9.05E-04,7.15E-04,3.55E-06,2.12E-02,1.05E-03,2.72E-01
1.8373,6.32E-03,3.14E-01,6.95E-01,9.04E-04,7.09E-04,3.92E-06,2.10E-02,1.05E-03,2.71E-01
1.8353,6.46E-03,4.08E-01,6.94E-01,8.11E-04,7.02E-04,5.32E-06,2.07E-02,1.01E-03,2.83E-01
1.8153,6.49E-03,1.50E+00,6.92E-01,8.53E-04,7.58E-04,2.01E-05,2.21E-02,1.05E-03,2.94E-01
1.7953,6.35E-03,1.25E+00,6.85E-01,8.96E-04,7.97E-04,1.73E-05,2.34E-02,1.08E-03,3.04E-01
1.7753,6.21E-03,4.97E-01,6.90E-01,9.47E-04,8.25E-04,7.15E-06,2.48E-02,1.15E-03,3.14E-01
1.7553,5.75E-03,1.27E+00,6.98E-01,1.02E-03,8.10E-04,1.80E-05,2.66E-02,1.28E-03,3.40E-01
1.7353,5.26E-03,1.46E-01,7.26E-01,1.09E-03,7.66E-04,1.91E-06,2.86E-02,1.41E-03,3.72E-01
1.7153,4.56E-03,1.41E+00,7.48E-01,1.17E-03,6.94E-04,1.70E-05,3.08E-02,1.47E-03,3.45E-01
1.6953,3.99E-03,1.90E-01,7.76E-01,1.24E-03,6.26E-04,2.24E-06,3.30E-02,1.52E-03,3.39E-01
1.6753,3.35E-03,1.41E+00,8.02E-01,1.28E-03,5.43E-04,1.34E-05,3.50E-02,1.58E-03,3.47E-01
1.6553,2.76E-03,1.03E+00,8.28E-01,1.30E-03,4.61E-04,8.71E-06,3.69E-02,1.60E-03,3.28E-01
1.6353,2.18E-03,1.29E+00,8.38E-01,1.32E-03,3.78E-04,8.69E-06,3.84E-02,1.58E-03,3.06E-01
1.6153,1.77E-03,1.23E-01,8.60E-01,1.32E-03,3.13E-04,7.36E-07,3.97E-02,1.50E-03,2.77E-01
1.6003,1.46E-03,-1.12E+00,8.74E-01,1.32E-03,2.61E-04,-4.85E-06,4.04E-02,1.47E-03,2.73E-01
1.5983,1.36E-03,1.35E+00,8.65E-01,1.34E-03,2.47E-04,5.72E-06,4.07E-02,1.47E-03,2.48E-01
1.5783,1.07E-03,8.03E-01,8.77E-01,1.36E-03,1.97E-04,2.62E-06,4.15E-02,1.49E-03,2.40E-01
1.5583,8.85E-04,2.26E+00,8.87E-01,1.39E-03,1.64E-04,6.49E-06,4.20E-02,1.52E-03,2.21E-01
1.5383,6.90E-04,2.00E+00,9.09E-01,1.41E-03,1.25E-04,4.44E-06,4.22E-02,1.54E-03,2.27E-01
1.5183,5.86E-04,1.46E+00,9.18E-01,1.47E-03,1.08E-04,2.78E-06,4.32E-02,1.56E-03,2.17E-01
1.4983,5.01E-04,1.14E+00,9.15E-01,1.55E-03,9.64E-05,1.84E-06,4.48E-02,1.58E-03,1.82E-01
1.4783,4.11E-04,2.18E-01,9.24E-01,1.60E-03,8.19E-05,3.07E-07,4.64E-02,1.64E-03,1.77E-01
1.4583,3.57E-04,2.50E+00,9.31E-01,1.66E-03,7.40E-05,3.21E-06,4.85E-02,1.71E-03,1.81E-01
1.4383,2.87E-04,-6.84E-01,9.28E-01,1.73E-03,6.34E-05,-7.69E-07,5.11E-02,1.77E-03,1.77E-01
1.4183,2.24E-04,-2.99E-01,9.24E-01,1.84E-03,5.29E-05,-2.66E-07,5.46E-02,1.81E-03,1.57E-01
1.3983,1.69E-04,6.08E-01,9.31E-01,1.94E-03,4.26E-05,4.26E-07,5.86E-02,1.93E-03,1.59E-01
1.3783,1.26E-04,-9.27E-01,9.27E-01,2.07E-03,3.37E-05,-5.54E-07,6.24E-02,2.09E-03,1.51E-01
1.3583,9.62E-05,-1.12E+00,9.36E-01,2.24E-03,2.72E-05,-5.24E-07,6.74E-02,2.30E-03,1.48E-01
1.3383,7.89E-05,7.31E-01,9.38E-01,2.47E-03,2.39E-05,2.78E-07,7.33E-02,2.53E-03,1.42E-01
1.3183,7.79E-05,-2.26E+00,9.47E-01,2.67E-03,2.49E-05,-8.75E-07,7.85E-02,2.73E-03,1.43E-01
1.2983,7.35E-05,-9.19E-01,9.47E-01,2.82E-03,2.46E-05,-2.85E-07,8.29E-02,2.86E-03,1.27E-01
1.2783,7.53E-05,-4.23E-01,9.44E-01,2.93E-03,2.62E-05,-1.85E-07,8.62E-02,2.99E-03,1.19E-01
1.2583,7.08E-05,-2.75E+00,9.45E-01,2.99E-03,2.52E-05,-1.22E-06,8.86E-02,3.07E-03,1.21E-01
1.2383,7.01E-05,5.52E-01,9.35E-01,3.03E-03,2.56E-05,1.85E-07,9.03E-02,3.11E-03,1.18E-01
1.2183,6.99E-05,1.93E+00,9.39E-01,3.03E-03,2.55E-05,8.95E-07,9.11E-02,3.11E-03,1.21E-01
1.1983,6.87E-05,6.15E+00,9.37E-01,3.03E-03,2.47E-05,2.61E-06,9.14E-02,3.11E-03,1.14E-01
1.1783,6.54E-05,-1.01E+00,9.33E-01,3.03E-03,2.38E-05,-4.19E-07,9.11E-02,3.11E-03,1.04E-01
1.1583,6.51E-05,3.12E-01,9.36E-01,2.99E-03,2.33E-05,1.02E-07,9.03E-02,3.07E-03,9.14E-02
1.1383,8.00E-05,1.33E+00,9.41E-01,2.94E-03,2.79E-05,6.76E-07,8.91E-02,3.07E-03,9.33E-02
1.1183,8.83E-05,1.00E+00,9.58E-01,2.86E-03,2.96E-05,5.02E-07,8.74E-02,2.99E-03,9.46E-02
1.0983,8.57E-05,-1.47E-01,9.59E-01,2.77E-03,2.77E-05,-9.43E-08,8.51E-02,2.90E-03,9.68E-02
1.0783,1.04E-04,1.39E+00,9.46E-01,2.73E-03,3.30E-05,7.67E-07,8.29E-02,2.82E-03,7.53E-02
1.0583,9.69E-05,5.80E-02,9.47E-01,2.64E-03,2.96E-05,9.44E-09,8.05E-02,2.73E-03,7.81E-02
1.0383,7.42E-05,-9.55E+00,9.39E-01,2.56E-03,2.14E-05,-3.55E-06,7.77E-02,2.65E-03,7.28E-02
1.0183,7.12E-05,7.13E-01,9.46E-01,2.43E-03,1.99E-05,2.85E-07,7.48E-02,2.56E-03,9.22E-02
0.9983,4.15E-05,2.41E+00,9.37E-01,2.33E-03,1.11E-05,3.68E-07,7.17E-02,2.43E-03,7.80E-02
0.9783,3.15E-05,-1.24E+01,9.45E-01,2.20E-03,7.69E-06,-1.63E-06,6.84E-02,2.28E-03,7.15E-02
0.9583,1.71E-05,-3.64E+00,9.50E-01,2.05E-03,3.18E-06,2.56E-09,6.49E-02,2.13E-03,6.22E-02
0.9573,2.42E-05,2.53E+01,9.43E-01,2.05E-03,5.01E-06,2.47E-06,6.47E-02,2.11E-03,5.60E-02
0.9567,2.42E-05,1.59E+01,9.43E-01,2.05E-03,5.44E-06,1.53E-06,6.46E-02,2.11E-03,5.66E-02
0.9547,2.96E-05,-6.50E+00,9.52E-01,1.83E-03,6.78E-06,-7.28E-07,6.11E-02,2.11E-03,9.12E-02
0.9537,2.84E-05,-2.89E+00,9.53E-01,1.86E-03,6.60E-06,-9.14E-08,6.15E-02,2.13E-03,9.90E-02
0.9527,1.64E-05,1.37E+01,9.53E-01,1.86E-03,3.56E-06,9.59E-07,6.19E-02,2.13E-03,9.11E-02
0.9517,3.12E-05,5.56E+00,9.54E-01,1.88E-03,7.36E-06,6.69E-07,6.22E-02,2.15E-03,9.01E-02
0.9507,2.57E-05,-1.09E+01,9.55E-01,1.90E-03,5.60E-06,-1.25E-06,6.26E-02,2.18E-03,9.88E-02
0.9497,1.31E-05,2.93E+01,9.49E-01,1.92E-03,2.61E-06,1.63E-06,6.30E-02,2.20E-03,9.13E-02
0.9487,2.60E-05,-1.77E+01,9.56E-01,1.92E-03,5.87E-06,-1.96E-06,6.34E-02,2.20E-03,8.99E-02
0.9477,2.06E-05,-9.52E+00,9.58E-01,1.94E-03,4.80E-06,-9.10E-07,6.38E-02,2.22E-03,9.78E-02
0.9467,2.09E-05,1.99E+01,9.59E-01,1.96E-03,4.69E-06,1.61E-06,6.41E-02,2.24E-03,9.72E-02
0.9457,1.70E-05,-1.98E+01,9.60E-01,1.98E-03,3.62E-06,-7.58E-07,6.46E-02,2.26E-03,9.58E-02
0.9329,1.96E-05,-8.87E+00,9.53E-01,2.21E-03,5.10E-06,-7.89E-07,6.96E-02,2.45E-03,9.03E-02
0.9309,1.88E-05,3.79E+00,9.56E-01,2.39E-03,5.22E-06,1.81E-07,7.50E-02,2.64E-03,8.79E-02
0.9109,1.17E-05,-1.58E+00,9.63E-01,2.56E-03,3.35E-06,-1.93E-07,7.92E-02,2.73E-03,8.14E-02
0.8909,2.13E-05,-1.04E+01,9.63E-01,2.65E-03,6.45E-06,-1.36E-06,8.28E-02,2.90E-03,8.23E-02
0.8709,1.45E-05,6.09E+00,9.61E-01,2.77E-03,4.80E-06,5.41E-07,8.97E-02,3.11E-03,7.92E-02
0.8509,2.89E-06,-1.67E+00,9.57E-01,2.86E-03,8.32E-07,-5.22E-07,9.62E-02,3.20E-03,8.87E-02
0.8309,1.31E-05,-2.06E+00,9.52E-01,2.94E-03,4.74E-06,-8.61E-08,1.01E-01,3.16E-03,7.57E-02
0.8109,1.20E-05,-1.39E+01,9.59E-01,2.99E-03,4.24E-06,-1.29E-06,1.02E-01,3.20E-03,8.77E-02
0.7909,1.27E-05,-1.21E+00,9.51E-01,3.03E-03,4.65E-06,-3.01E-08,1.02E-01,3.24E-03,7.14E-02
0.7709,1.49E-05,8.52E+00,9.45E-01,3.03E-03,5.31E-06,7.96E-07,1.01E-01,3.33E-03,6.80E-02
0.7509,1.17E-05,-1.38E+01,9.65E-01,2.99E-03,4.01E-06,-8.59E-07,9.84E-02,3.28E-03,7.01E-02
0.7309,9.12E-06,-2.71E+01,9.69E-01,2.90E-03,2.72E-06,-1.16E-06,9.40E-02,3.16E-03,8.30E-02
0.7109,1.18E-05,2.84E-01,9.80E-01,2.74E-03,3.61E-06,-1.03E-07,8.84E-02,2.94E-03,8.45E-02
0.6909,1.61E-05,-1.03E+01,9.75E-01,2.48E-03,4.40E-06,-6.76E-07,8.06E-02,2.69E-03,7.71E-02
0.6709,1.38E-05,4.65E+01,9.65E-01,2.15E-03,2.20E-06,2.43E-06,7.00E-02,2.35E-03,7.77E-02
0.6534,1.17E-05,-9.33E+00,9.63E-01,2.05E-03,2.26E-06,6.08E-07,6.72E-02,2.20E-03,6.55E-02
0.6514,1.16E-05,-1.24E+01,9.61E-01,2.11E-03,2.59E-06,-6.42E-07,6.92E-02,2.26E-03,6.70E-02
0.6314,1.31E-05,-5.98E+00,9.45E-01,2.25E-03,3.26E-06,-1.40E-07,7.42E-02,2.39E-03,7.21E-02
0.6114,1.18E-05,1.43E+01,9.32E-01,2.09E-03,2.73E-06,6.53E-07,6.80E-02,2.22E-03,7.43E-02
0.6014,1.61E-05,2.87E+01,9.15E-01,1.98E-03,3.16E-06,1.64E-06,6.36E-02,2.09E-03,5.49E-02
0.5914,1.37E-05,2.93E+01,9.17E-01,1.86E-03,2.37E-06,1.23E-06,5.96E-02,1.96E-03,5.91E-02
0.5814,1.53E-05,5.14E+01,9.14E-01,1.73E-03,1.66E-06,2.21E-06,5.51E-02,1.83E-03,6.09E-02
0.5714,1.13E-05,4.96E+01,9.24E-01,1.58E-03,7.29E-07,1.20E-06,5.08E-02,1.69E-03,5.45E-02
0.5614,1.69E-05,4.37E+01,9.35E-01,1.41E-03,1.37E-06,1.14E-06,4.55E-02,1.51E-03,6.40E-02
0.5514,1.64E-05,1.07E+02,9.34E-01,1.28E-03,-2.11E-07,2.00E-06,4.12E-02,1.37E-03,5.01E-02
0.5414,2.64E-05,6.48E+01,9.34E-01,1.17E-03,1.46E-06,2.81E-06,3.79E-02,1.26E-03,5.64E-02
0.5314,1.13E-05,1.36E+01,9.41E-01,1.07E-03,-6.21E-07,3.73E-07,3.48E-02,1.17E-03,9.05E-02
0.5214,2.48E-05,2.82E+01,9.41E-01,9.60E-04,2.12E-06,1.08E-06,3.12E-02,1.07E-03,1.01E-01
0.5114,3.14E-05,1.04E+02,9.18E-01,8.53E-04,-6.58E-07,2.64E-06,2.73E-02,9.38E-04,8.90E-02
0.5014,1.86E-05,-7.80E+00,9.25E-01,7.34E-04,-4.70E-08,5.45E-07,2.35E-02,8.11E-04,9.19E-02
