Energie/eV,PDS-Betrag,Phase/°,Trans_korr,Ref/V,X-Wert/V,Y-Wert/V,Trans/V,Reflexion/V,Refl_korr
2.5777,4.80E-04,-1.83E+00,8.98E-01,9.30E-04,5.70E-05,-1.73E-06,3.33E-02,9.30E-04,1.58E-01
2.5577,4.89E-04,-3.03E+00,8.99E-01,8.96E-04,5.61E-05,-2.87E-06,3.24E-02,8.96E-04,1.46E-01
2.5377,5.24E-04,9.89E-01,9.06E-01,8.76E-04,5.93E-05,1.01E-06,3.16E-02,8.70E-04,1.48E-01
2.5177,6.23E-04,5.20E-01,9.00E-01,8.53E-04,6.77E-05,5.99E-07,3.07E-02,8.45E-04,1.38E-01
2.4977,6.21E-04,1.19E-01,9.09E-01,8.27E-04,6.53E-05,1.80E-07,2.99E-02,8.19E-04,1.38E-01
2.4777,6.68E-04,-5.51E-01,9.00E-01,7.95E-04,6.80E-05,-6.70E-07,2.87E-02,7.85E-04,1.34E-01
2.4577,7.35E-04,2.37E+00,8.94E-01,7.76E-04,7.27E-05,2.92E-06,2.81E-02,7.59E-04,1.17E-01
2.4377,8.41E-04,2.34E+00,8.84E-01,7.68E-04,8.25E-05,3.40E-06,2.77E-02,7.44E-04,1.04E-01
2.4177,9.53E-04,1.39E+00,8.91E-01,7.59E-04,9.30E-05,2.31E-06,2.75E-02,7.42E-04,1.07E-01
2.3977,1.15E-03,1.19E+00,8.86E-01,7.51E-04,1.10E-04,2.33E-06,2.73E-02,7.36E-04,9.72E-02
2.3777,1.30E-03,9.82E-01,8.94E-01,7.42E-04,1.23E-04,2.08E-06,2.67E-02,7.25E-04,1.01E-01
2.3577,1.57E-03,-2.80E-01,8.77E-01,7.34E-04,1.46E-04,-6.73E-07,2.60E-02,7.17E-04,9.99E-02
