Energie/eV,PDS-Betrag,Phase/°,Trans_korr,Ref/V,X-Wert/V,Y-Wert/V,Trans/V,Reflexion/V,Refl_korr
2.5177,6.28E-04,2.14E+00,8.90E-01,8.69E-04,6.96E-05,2.60E-06,3.10E-02,8.62E-04,1.40E-01
2.4977,6.54E-04,1.96E+00,8.99E-01,8.43E-04,7.01E-05,2.40E-06,3.02E-02,8.36E-04,1.40E-01
2.4777,7.02E-04,2.51E+00,8.89E-01,8.12E-04,7.29E-05,3.19E-06,2.90E-02,7.97E-04,1.27E-01
2.4577,7.56E-04,2.12E+00,8.86E-01,7.92E-04,7.64E-05,2.83E-06,2.84E-02,7.76E-04,1.18E-01
2.4377,8.30E-04,2.48E+00,8.81E-01,7.79E-04,8.25E-05,3.56E-06,2.80E-02,7.59E-04,1.10E-01
2.4177,9.35E-04,2.52E+00,8.83E-01,7.75E-04,9.31E-05,4.10E-06,2.78E-02,7.51E-04,9.86E-02
2.3977,1.08E-03,2.17E+00,8.77E-01,7.67E-04,1.05E-04,3.97E-06,2.76E-02,7.51E-04,9.58E-02
2.3777,1.21E-03,1.87E+00,8.83E-01,7.58E-04,1.16E-04,3.82E-06,2.70E-02,7.42E-04,1.03E-01
2.3577,1.40E-03,2.40E+00,8.73E-01,7.43E-04,1.32E-04,5.47E-06,2.61E-02,7.25E-04,9.98E-02
2.3377,1.62E-03,2.54E+00,8.56E-01,7.33E-04,1.51E-04,6.67E-06,2.54E-02,7.09E-04,9.02E-02
2.3177,1.90E-03,2.74E+00,8.42E-01,7.24E-04,1.75E-04,8.35E-06,2.48E-02,7.03E-04,9.16E-02
2.2977,2.25E-03,2.67E+00,8.20E-01,7.23E-04,2.07E-04,9.62E-06,2.44E-02,7.02E-04,8.68E-02
2.2777,2.68E-03,2.51E+00,8.05E-01,7.15E-04,2.43E-04,1.06E-05,2.38E-02,7.08E-04,9.82E-02
2.2577,3.13E-03,2.37E+00,7.85E-01,7.07E-04,2.80E-04,1.16E-05,2.29E-02,7.08E-04,1.04E-01
2.2546,3.23E-03,2.56E+00,7.79E-01,7.01E-04,2.86E-04,1.28E-05,2.26E-02,7.08E-04,1.05E-01
2.2526,3.58E-03,1.57E+00,8.00E-01,6.56E-04,3.01E-04,8.26E-06,1.85E-02,6.48E-04,9.07E-02
2.2326,4.12E-03,1.38E+00,7.70E-01,6.64E-04,3.53E-04,8.52E-06,1.80E-02,6.66E-04,1.03E-01
2.2126,4.66E-03,1.22E+00,7.42E-01,6.73E-04,4.01E-04,8.52E-06,1.73E-02,6.83E-04,1.14E-01
2.1926,5.27E-03,1.26E+00,7.10E-01,6.73E-04,4.55E-04,9.97E-06,1.66E-02,7.00E-04,1.38E-01
2.1755,5.67E-03,1.34E+00,6.79E-01,6.81E-04,4.94E-04,1.16E-05,1.61E-02,7.17E-04,1.55E-01
2.1735,5.80E-03,1.37E+00,6.74E-01,6.87E-04,5.11E-04,1.22E-05,1.62E-02,7.25E-04,1.58E-01
2.1535,6.30E-03,1.63E+00,6.49E-01,6.92E-04,5.62E-04,1.60E-05,1.57E-02,7.51E-04,1.83E-01
2.1335,6.61E-03,1.64E+00,6.20E-01,6.99E-04,5.97E-04,1.71E-05,1.52E-02,7.68E-04,1.97E-01
2.1135,7.01E-03,1.55E+00,6.01E-01,6.98E-04,6.30E-04,1.71E-05,1.47E-02,7.85E-04,2.22E-01
2.0935,7.29E-03,1.51E+00,5.89E-01,6.94E-04,6.49E-04,1.71E-05,1.43E-02,8.02E-04,2.54E-01
2.0735,7.48E-03,1.46E+00,5.73E-01,6.98E-04,6.68E-04,1.71E-05,1.39E-02,8.19E-04,2.68E-01
2.0565,7.63E-03,1.44E+00,5.67E-01,6.98E-04,6.80E-04,1.71E-05,1.38E-02,8.36E-04,2.85E-01
2.0545,7.94E-03,1.37E+00,5.66E-01,7.07E-04,7.15E-04,1.71E-05,1.39E-02,8.47E-04,2.94E-01
2.0345,7.97E-03,1.24E+00,5.62E-01,7.84E-04,7.89E-04,1.71E-05,1.53E-02,9.58E-04,3.10E-01
2.0145,7.84E-03,1.18E+00,5.62E-01,8.35E-04,8.26E-04,1.71E-05,1.61E-02,1.03E-03,3.38E-01
1.9945,7.67E-03,1.17E+00,5.62E-01,8.61E-04,8.34E-04,1.71E-05,1.68E-02,1.07E-03,3.35E-01
1.9745,7.37E-03,1.19E+00,5.71E-01,8.78E-04,8.19E-04,1.71E-05,1.73E-02,1.11E-03,3.68E-01
1.9545,7.14E-03,1.13E+00,5.86E-01,8.86E-04,8.01E-04,1.57E-05,1.79E-02,1.11E-03,3.59E-01
1.9345,6.82E-03,1.24E+00,6.02E-01,8.87E-04,7.67E-04,1.66E-05,1.84E-02,1.12E-03,3.60E-01
1.9145,6.52E-03,1.09E+00,6.20E-01,8.95E-04,7.33E-04,1.40E-05,1.89E-02,1.11E-03,3.46E-01
1.8945,6.28E-03,1.35E+00,6.38E-01,8.95E-04,7.07E-04,1.66E-05,1.94E-02,1.11E-03,3.46E-01
1.8745,6.13E-03,1.40E+00,6.47E-01,9.09E-04,6.98E-04,1.71E-05,1.99E-02,1.11E-03,3.26E-01
1.8545,6.05E-03,1.44E+00,6.60E-01,9.03E-04,6.80E-04,1.71E-05,2.00E-02,1.11E-03,3.38E-01
1.8373,6.00E-03,1.45E+00,6.57E-01,9.03E-04,6.73E-04,1.71E-05,1.99E-02,1.10E-03,3.37E-01
1.8353,6.03E-03,1.49E+00,6.56E-01,8.09E-04,6.55E-04,1.71E-05,1.96E-02,1.07E-03,3.59E-01
1.8153,5.98E-03,1.40E+00,6.57E-01,8.52E-04,6.99E-04,1.71E-05,2.09E-02,1.11E-03,3.70E-01
1.7953,5.84E-03,1.34E+00,6.53E-01,8.95E-04,7.32E-04,1.72E-05,2.22E-02,1.13E-03,3.58E-01
1.7753,5.65E-03,1.51E+00,6.60E-01,9.46E-04,7.49E-04,1.97E-05,2.37E-02,1.22E-03,3.83E-01
1.7553,5.21E-03,1.64E+00,6.70E-01,1.01E-03,7.32E-04,2.10E-05,2.55E-02,1.34E-03,4.05E-01
1.7353,4.74E-03,1.45E+00,7.00E-01,1.09E-03,6.90E-04,1.75E-05,2.76E-02,1.48E-03,4.43E-01
1.7153,4.15E-03,1.55E+00,7.26E-01,1.17E-03,6.30E-04,1.71E-05,2.98E-02,1.56E-03,4.20E-01
1.6953,3.59E-03,1.74E+00,7.56E-01,1.23E-03,5.62E-04,1.71E-05,3.21E-02,1.60E-03,4.12E-01
1.6753,3.03E-03,1.99E+00,7.85E-01,1.28E-03,4.90E-04,1.70E-05,3.42E-02,1.66E-03,4.16E-01
1.6553,2.51E-03,1.75E+00,8.11E-01,1.30E-03,4.19E-04,1.28E-05,3.61E-02,1.69E-03,3.93E-01
1.6353,2.04E-03,1.58E+00,8.24E-01,1.32E-03,3.53E-04,9.80E-06,3.77E-02,1.66E-03,3.73E-01
1.6153,1.66E-03,1.66E+00,8.47E-01,1.32E-03,2.94E-04,8.52E-06,3.90E-02,1.58E-03,3.41E-01
1.6003,1.44E-03,2.04E+00,8.60E-01,1.32E-03,2.57E-04,9.15E-06,3.97E-02,1.54E-03,3.24E-01
1.5983,1.37E-03,1.98E+00,8.57E-01,1.33E-03,2.47E-04,8.52E-06,4.01E-02,1.54E-03,3.04E-01
1.5783,1.13E-03,2.09E+00,8.64E-01,1.36E-03,2.08E-04,7.58E-06,4.09E-02,1.56E-03,2.88E-01
1.5583,9.54E-04,1.97E+00,8.75E-01,1.38E-03,1.76E-04,6.03E-06,4.13E-02,1.60E-03,2.83E-01
1.5383,8.24E-04,2.41E+00,8.99E-01,1.41E-03,1.49E-04,6.23E-06,4.16E-02,1.60E-03,2.75E-01
1.5183,7.17E-04,1.92E+00,9.08E-01,1.47E-03,1.32E-04,4.40E-06,4.27E-02,1.62E-03,2.62E-01
1.4983,6.29E-04,2.25E+00,9.05E-01,1.55E-03,1.21E-04,4.76E-06,4.43E-02,1.64E-03,2.23E-01
1.4783,5.66E-04,2.06E+00,9.10E-01,1.61E-03,1.13E-04,4.08E-06,4.59E-02,1.71E-03,2.13E-01
1.4583,5.03E-04,1.61E+00,9.23E-01,1.66E-03,1.04E-04,2.92E-06,4.80E-02,1.77E-03,2.21E-01
1.4383,4.23E-04,1.70E+00,9.21E-01,1.73E-03,9.33E-05,2.76E-06,5.07E-02,1.81E-03,2.04E-01
1.4183,3.33E-04,1.98E+00,9.19E-01,1.83E-03,7.87E-05,2.72E-06,5.42E-02,1.88E-03,1.94E-01
1.3983,2.63E-04,2.16E+00,9.27E-01,1.94E-03,6.60E-05,2.48E-06,5.83E-02,1.98E-03,1.90E-01
1.3783,2.08E-04,1.84E+00,9.25E-01,2.07E-03,5.54E-05,1.78E-06,6.22E-02,2.15E-03,1.83E-01
1.3583,1.74E-04,2.75E+00,9.35E-01,2.24E-03,4.90E-05,2.35E-06,6.72E-02,2.37E-03,1.78E-01
1.3383,1.48E-04,2.20E+00,9.39E-01,2.47E-03,4.49E-05,1.73E-06,7.31E-02,2.60E-03,1.72E-01
1.3183,1.36E-04,2.55E+00,9.47E-01,2.66E-03,4.35E-05,1.94E-06,7.84E-02,2.77E-03,1.60E-01
1.2983,1.31E-04,2.53E+00,9.48E-01,2.81E-03,4.38E-05,1.93E-06,8.28E-02,2.94E-03,1.59E-01
1.2783,1.33E-04,6.35E-01,9.51E-01,2.91E-03,4.60E-05,5.17E-07,8.62E-02,3.07E-03,1.56E-01
1.2583,1.32E-04,1.20E+00,9.46E-01,2.98E-03,4.73E-05,9.84E-07,8.86E-02,3.12E-03,1.38E-01
1.2383,1.30E-04,2.10E+00,9.37E-01,3.02E-03,4.75E-05,1.74E-06,9.02E-02,3.16E-03,1.37E-01
1.2183,1.29E-04,1.56E+00,9.41E-01,3.02E-03,4.70E-05,1.28E-06,9.11E-02,3.16E-03,1.37E-01
1.1983,1.26E-04,2.09E+00,9.38E-01,3.02E-03,4.55E-05,1.66E-06,9.14E-02,3.16E-03,1.30E-01
1.1783,1.24E-04,1.92E+00,9.35E-01,3.02E-03,4.50E-05,1.50E-06,9.11E-02,3.16E-03,1.20E-01
1.1583,1.30E-04,1.81E+00,9.38E-01,2.98E-03,4.63E-05,1.46E-06,9.03E-02,3.12E-03,1.08E-01
1.1383,1.40E-04,2.65E+00,9.43E-01,2.94E-03,4.87E-05,2.25E-06,8.91E-02,3.11E-03,1.10E-01
1.1183,1.51E-04,1.99E+00,9.58E-01,2.86E-03,5.05E-05,1.76E-06,8.74E-02,3.03E-03,1.10E-01
1.0983,1.62E-04,2.13E+00,9.59E-01,2.77E-03,5.24E-05,1.95E-06,8.50E-02,2.94E-03,1.12E-01
1.0783,1.68E-04,2.31E+00,9.48E-01,2.72E-03,5.34E-05,2.15E-06,8.29E-02,2.86E-03,9.30E-02
1.0583,1.70E-04,2.40E+00,9.49E-01,2.64E-03,5.20E-05,2.18E-06,8.05E-02,2.77E-03,9.61E-02
1.0383,1.47E-04,2.13E+00,9.41E-01,2.55E-03,4.32E-05,1.62E-06,7.77E-02,2.69E-03,9.08E-02
1.0183,1.16E-04,1.71E+00,9.46E-01,2.43E-03,3.24E-05,9.71E-07,7.48E-02,2.60E-03,1.09E-01
0.9983,8.52E-05,1.37E+00,9.39E-01,2.32E-03,2.28E-05,5.47E-07,7.17E-02,2.44E-03,8.48E-02
0.9783,6.26E-05,2.70E+00,9.48E-01,2.19E-03,1.56E-05,7.35E-07,6.85E-02,2.29E-03,7.95E-02
0.9583,4.83E-05,3.09E+00,9.53E-01,2.05E-03,1.12E-05,6.07E-07,6.51E-02,2.14E-03,6.78E-02
0.9573,4.66E-05,1.68E+00,9.48E-01,2.04E-03,1.09E-05,3.19E-07,6.48E-02,2.13E-03,6.98E-02
0.9567,4.62E-05,-3.69E-01,9.56E-01,2.02E-03,1.07E-05,-6.77E-08,6.47E-02,2.13E-03,7.91E-02
0.9547,4.59E-05,2.34E+00,9.55E-01,1.83E-03,1.07E-05,4.37E-07,6.12E-02,2.13E-03,1.05E-01
0.9537,4.65E-05,1.67E+00,9.58E-01,1.85E-03,1.09E-05,3.19E-07,6.16E-02,2.15E-03,1.14E-01
0.9527,4.40E-05,1.77E+00,9.56E-01,1.85E-03,1.03E-05,3.18E-07,6.19E-02,2.15E-03,1.04E-01
0.9517,4.52E-05,3.30E+00,9.57E-01,1.87E-03,1.07E-05,6.17E-07,6.23E-02,2.18E-03,1.03E-01
0.9507,4.28E-05,3.51E+00,9.58E-01,1.90E-03,1.02E-05,6.24E-07,6.27E-02,2.20E-03,1.12E-01
0.9497,4.23E-05,1.21E+00,9.58E-01,1.90E-03,1.01E-05,2.12E-07,6.31E-02,2.21E-03,1.06E-01
0.9487,4.18E-05,1.66E+00,9.59E-01,1.92E-03,1.01E-05,2.97E-07,6.35E-02,2.22E-03,1.01E-01
0.9477,4.24E-05,3.46E+00,9.60E-01,1.94E-03,1.03E-05,6.23E-07,6.39E-02,2.24E-03,1.11E-01
0.9467,4.13E-05,1.74E-01,9.62E-01,1.96E-03,1.01E-05,2.86E-08,6.42E-02,2.26E-03,1.10E-01
0.9457,4.20E-05,2.34E+00,9.62E-01,1.98E-03,1.03E-05,4.25E-07,6.47E-02,2.28E-03,1.08E-01
0.9329,3.49E-05,2.91E+00,9.61E-01,2.19E-03,9.16E-06,4.67E-07,6.97E-02,2.46E-03,1.01E-01
0.9309,3.44E-05,1.45E+00,9.65E-01,2.37E-03,9.77E-06,2.47E-07,7.50E-02,2.64E-03,1.00E-01
0.9109,3.02E-05,2.78E+00,9.66E-01,2.56E-03,9.04E-06,4.39E-07,7.92E-02,2.77E-03,1.01E-01
0.8909,2.67E-05,4.09E+00,9.65E-01,2.64E-03,8.29E-06,5.90E-07,8.27E-02,2.90E-03,8.54E-02
0.8709,2.40E-05,4.20E+00,9.63E-01,2.77E-03,8.01E-06,5.92E-07,8.98E-02,3.11E-03,8.14E-02
0.8509,2.31E-05,1.53E+00,9.58E-01,2.86E-03,8.24E-06,2.21E-07,9.63E-02,3.20E-03,8.90E-02
0.8309,2.27E-05,2.64E+00,9.55E-01,2.94E-03,8.48E-06,3.88E-07,1.01E-01,3.20E-03,9.22E-02
0.8109,2.24E-05,4.26E+00,9.60E-01,2.99E-03,8.46E-06,6.28E-07,1.03E-01,3.20E-03,8.81E-02
0.7909,2.32E-05,4.42E+00,9.54E-01,3.02E-03,8.70E-06,6.74E-07,1.02E-01,3.28E-03,8.67E-02
0.7709,2.40E-05,1.97E+00,9.52E-01,3.01E-03,8.72E-06,2.98E-07,1.01E-01,3.33E-03,7.47E-02
0.7509,2.49E-05,3.42E+00,9.68E-01,2.98E-03,8.75E-06,5.24E-07,9.85E-02,3.28E-03,7.20E-02
0.7309,2.75E-05,3.41E+00,9.73E-01,2.89E-03,9.13E-06,5.42E-07,9.42E-02,3.16E-03,8.55E-02
0.7109,2.80E-05,3.97E+00,9.83E-01,2.74E-03,8.63E-06,5.99E-07,8.86E-02,2.94E-03,8.60E-02
0.6909,2.89E-05,2.91E+00,9.77E-01,2.48E-03,8.15E-06,4.10E-07,8.07E-02,2.69E-03,7.85E-02
0.6709,2.89E-05,3.09E+00,9.72E-01,2.13E-03,7.06E-06,3.80E-07,6.99E-02,2.31E-03,7.44E-02
0.6534,3.00E-05,9.50E+00,9.62E-01,2.04E-03,7.03E-06,1.18E-06,6.70E-02,2.20E-03,6.33E-02
0.6514,3.08E-05,4.86E+00,9.70E-01,2.09E-03,7.37E-06,6.27E-07,6.91E-02,2.24E-03,6.98E-02
0.6314,3.14E-05,7.01E+00,9.52E-01,2.24E-03,8.05E-06,9.97E-07,7.42E-02,2.39E-03,8.03E-02
0.6114,2.77E-05,1.39E+01,9.33E-01,2.09E-03,6.51E-06,1.61E-06,6.80E-02,2.21E-03,7.15E-02
0.6014,2.85E-05,2.14E+01,9.19E-01,1.98E-03,6.02E-06,2.35E-06,6.37E-02,2.09E-03,5.82E-02
0.5914,2.72E-05,1.94E+01,9.18E-01,1.85E-03,5.37E-06,1.86E-06,5.96E-02,1.96E-03,6.05E-02
0.5814,2.49E-05,2.54E+01,9.16E-01,1.73E-03,4.46E-06,2.11E-06,5.51E-02,1.82E-03,5.46E-02
0.5714,2.82E-05,2.16E+01,9.27E-01,1.58E-03,4.66E-06,1.85E-06,5.08E-02,1.69E-03,5.66E-02
0.5614,3.01E-05,1.50E+01,9.37E-01,1.40E-03,4.58E-06,1.23E-06,4.55E-02,1.50E-03,5.39E-02
0.5514,2.59E-05,1.07E+01,9.36E-01,1.28E-03,3.67E-06,6.98E-07,4.12E-02,1.37E-03,5.21E-02
0.5414,2.89E-05,2.07E+01,9.36E-01,1.17E-03,3.55E-06,1.35E-06,3.79E-02,1.26E-03,5.66E-02
0.5314,2.71E-05,2.41E+01,9.41E-01,1.07E-03,2.93E-06,1.31E-06,3.47E-02,1.15E-03,7.34E-02
0.5214,2.71E-05,3.11E+01,9.42E-01,9.60E-04,2.48E-06,1.49E-06,3.12E-02,1.05E-03,8.00E-02
0.5114,2.31E-05,2.70E+01,9.22E-01,8.50E-04,1.96E-06,9.97E-07,2.73E-02,9.38E-04,9.19E-02
0.5014,2.40E-05,3.20E+01,9.27E-01,7.33E-04,1.66E-06,1.03E-06,2.35E-02,8.04E-04,8.44E-02
0.4914,2.37E-05,6.26E+01,8.72E-01,6.22E-04,7.50E-07,1.43E-06,1.87E-02,6.68E-04,6.83E-02
