Energie/eV,PDS-Betrag,Phase/°,Trans_korr,Ref/V,X-Wert/V,Y-Wert/V,Trans/V,Reflexion/V,Refl_korr
3.4584,5.03E-03,4.99E-01,5.07E-01,4.13E-04,2.91E-04,2.51E-06,5.87E-03,4.15E-04,3.38E-01
3.4384,4.98E-03,-1.11E-01,5.14E-01,4.31E-04,3.00E-04,-6.44E-07,6.27E-03,4.37E-04,3.52E-01
3.4184,4.95E-03,1.30E-01,5.20E-01,4.48E-04,3.09E-04,7.06E-07,6.74E-03,4.61E-04,3.62E-01
3.3984,4.83E-03,2.50E-01,5.29E-01,4.66E-04,3.15E-04,1.41E-06,7.24E-03,4.82E-04,3.72E-01
3.3784,4.78E-03,0.00E+00,5.32E-01,4.82E-04,3.19E-04,0.00E+00,7.70E-03,5.03E-04,3.71E-01
3.3584,4.67E-03,-1.17E-02,5.43E-01,4.99E-04,3.25E-04,-1.07E-07,8.21E-03,5.21E-04,3.73E-01
3.3384,4.61E-03,-2.69E-01,5.50E-01,5.13E-04,3.25E-04,-1.66E-06,8.74E-03,5.45E-04,3.89E-01
3.3184,4.42E-03,-1.85E-01,5.57E-01,5.29E-04,3.21E-04,-1.08E-06,9.25E-03,5.62E-04,3.84E-01
3.2984,4.32E-03,1.50E-01,5.73E-01,5.38E-04,3.19E-04,8.46E-07,9.82E-03,5.79E-04,3.97E-01
3.2784,4.11E-03,-2.06E-01,5.83E-01,5.54E-04,3.12E-04,-1.15E-06,1.04E-02,5.97E-04,3.98E-01
3.2584,3.91E-03,2.11E-01,6.02E-01,5.63E-04,3.03E-04,1.21E-06,1.11E-02,6.13E-04,4.06E-01
3.2384,3.72E-03,-2.52E-02,6.19E-01,5.74E-04,2.93E-04,-1.88E-07,1.17E-02,6.23E-04,4.00E-01
3.2184,3.50E-03,2.45E-01,6.28E-01,5.89E-04,2.81E-04,1.29E-06,1.24E-02,6.40E-04,3.94E-01
3.1984,3.34E-03,0.00E+00,6.49E-01,6.00E-04,2.72E-04,0.00E+00,1.31E-02,6.57E-04,4.00E-01
3.1784,3.12E-03,0.00E+00,6.67E-01,6.14E-04,2.60E-04,0.00E+00,1.39E-02,6.74E-04,4.00E-01
3.1584,2.89E-03,7.92E-02,6.85E-01,6.32E-04,2.47E-04,3.46E-07,1.48E-02,6.93E-04,3.99E-01
3.1384,2.69E-03,-7.68E-02,6.89E-01,6.57E-04,2.38E-04,-3.13E-07,1.58E-02,7.17E-04,3.87E-01
3.1184,2.49E-03,-1.74E-01,7.07E-01,6.74E-04,2.26E-04,-6.85E-07,1.67E-02,7.34E-04,3.78E-01
3.0997,2.30E-03,1.28E-01,7.18E-01,6.91E-04,2.13E-04,4.89E-07,1.76E-02,7.51E-04,3.70E-01
3.0977,2.28E-03,-4.22E-01,7.21E-01,6.23E-04,1.90E-04,-1.40E-06,1.59E-02,6.74E-04,3.68E-01
3.0777,2.08E-03,-1.42E-01,7.41E-01,6.31E-04,1.76E-04,-4.33E-07,1.66E-02,6.91E-04,3.74E-01
3.0577,1.90E-03,-7.72E-02,7.51E-01,6.40E-04,1.63E-04,-2.28E-07,1.73E-02,6.99E-04,3.68E-01
3.0377,1.75E-03,-5.30E-01,7.61E-01,6.48E-04,1.52E-04,-1.43E-06,1.79E-02,7.00E-04,3.52E-01
3.0177,1.61E-03,-3.48E-01,7.77E-01,6.57E-04,1.40E-04,-8.55E-07,1.85E-02,7.08E-04,3.46E-01
2.9977,1.49E-03,7.18E-02,7.85E-01,6.65E-04,1.32E-04,1.54E-07,1.92E-02,7.16E-04,3.42E-01
2.9777,1.36E-03,7.14E-02,7.91E-01,6.74E-04,1.22E-04,1.41E-07,1.97E-02,7.17E-04,3.18E-01
2.9577,1.26E-03,-3.21E-01,8.09E-01,6.82E-04,1.14E-04,-6.44E-07,2.04E-02,7.25E-04,3.19E-01
2.9377,1.18E-03,-4.87E-01,8.14E-01,6.91E-04,1.08E-04,-9.30E-07,2.08E-02,7.30E-04,3.04E-01
2.9177,1.04E-03,4.83E-01,8.22E-01,6.91E-04,9.52E-05,7.76E-07,2.12E-02,7.30E-04,3.02E-01
2.8977,9.59E-04,2.23E-01,8.26E-01,7.00E-04,8.81E-05,3.38E-07,2.16E-02,7.28E-04,2.82E-01
2.8777,9.01E-04,1.85E+00,8.38E-01,7.00E-04,8.23E-05,2.62E-06,2.20E-02,7.32E-04,2.88E-01
2.8577,8.15E-04,1.51E+00,8.44E-01,7.08E-04,7.57E-05,2.02E-06,2.26E-02,7.34E-04,2.67E-01
2.8377,7.71E-04,-2.25E+00,8.49E-01,7.17E-04,7.22E-05,-2.78E-06,2.31E-02,7.42E-04,2.59E-01
2.8177,7.38E-04,-7.24E-01,8.53E-01,7.25E-04,7.02E-05,-8.68E-07,2.35E-02,7.45E-04,2.46E-01
2.7977,6.97E-04,5.36E-01,8.57E-01,7.34E-04,6.68E-05,6.05E-07,2.41E-02,7.55E-04,2.44E-01
2.7777,6.31E-04,1.60E+00,8.55E-01,7.51E-04,6.18E-05,1.69E-06,2.48E-02,7.68E-04,2.32E-01
2.7577,6.25E-04,-2.81E+00,8.58E-01,7.68E-04,6.23E-05,-3.06E-06,2.55E-02,7.77E-04,2.14E-01
2.7377,5.68E-04,3.67E-01,8.68E-01,7.93E-04,5.87E-05,3.69E-07,2.66E-02,8.02E-04,2.12E-01
2.7177,5.32E-04,2.01E-01,8.73E-01,8.28E-04,5.75E-05,1.93E-07,2.80E-02,8.36E-04,2.11E-01
2.6977,5.33E-04,7.18E-02,8.75E-01,8.69E-04,5.96E-05,7.80E-08,2.97E-02,8.76E-04,1.94E-01
2.6777,5.15E-04,5.22E-02,8.83E-01,9.21E-04,6.17E-05,5.61E-08,3.17E-02,9.25E-04,1.91E-01
2.6577,5.15E-04,-6.80E-02,8.80E-01,9.72E-04,6.45E-05,-6.41E-08,3.36E-02,9.73E-04,1.82E-01
2.6377,5.10E-04,-1.47E-01,8.91E-01,9.98E-04,6.61E-05,-1.76E-07,3.47E-02,9.98E-04,1.83E-01
2.6177,5.11E-04,-7.19E-01,8.88E-01,1.01E-03,6.62E-05,-8.51E-07,3.53E-02,1.01E-03,1.81E-01
2.5977,5.23E-04,2.70E-01,8.90E-01,9.82E-04,6.59E-05,3.02E-07,3.47E-02,9.82E-04,1.69E-01
2.5777,5.38E-04,-2.25E-01,8.87E-01,9.47E-04,6.53E-05,-2.76E-07,3.35E-02,9.45E-04,1.55E-01
2.5577,5.57E-04,6.63E-01,8.88E-01,9.13E-04,6.53E-05,7.47E-07,3.26E-02,9.13E-04,1.46E-01
2.5377,6.05E-04,-6.52E-01,8.98E-01,8.87E-04,6.92E-05,-8.17E-07,3.17E-02,8.88E-04,1.55E-01
2.5177,6.43E-04,-4.98E-01,8.91E-01,8.62E-04,7.07E-05,-6.06E-07,3.07E-02,8.53E-04,1.38E-01
2.4977,6.80E-04,-2.66E-01,8.92E-01,8.45E-04,7.30E-05,-3.44E-07,3.00E-02,8.30E-04,1.31E-01
2.4777,7.48E-04,5.01E-01,8.86E-01,8.11E-04,7.76E-05,6.80E-07,2.89E-02,7.94E-04,1.25E-01
2.4577,8.22E-04,-1.00E-03,8.81E-01,7.93E-04,8.32E-05,-5.96E-09,2.83E-02,7.76E-04,1.17E-01
2.4377,9.24E-04,7.60E-01,8.80E-01,7.76E-04,9.17E-05,1.23E-06,2.79E-02,7.59E-04,1.13E-01
2.4177,1.03E-03,-2.36E-01,8.87E-01,7.68E-04,1.01E-04,-3.95E-07,2.77E-02,7.51E-04,1.07E-01
2.3977,1.17E-03,-4.90E-01,8.70E-01,7.68E-04,1.14E-04,-9.60E-07,2.74E-02,7.51E-04,9.44E-02
2.3777,1.30E-03,-2.98E-02,8.78E-01,7.58E-04,1.25E-04,-3.28E-08,2.68E-02,7.42E-04,1.03E-01
2.3577,1.48E-03,1.10E-01,8.71E-01,7.42E-04,1.40E-04,2.55E-07,2.61E-02,7.25E-04,1.00E-01
2.3377,1.67E-03,2.61E-01,8.55E-01,7.34E-04,1.55E-04,7.05E-07,2.54E-02,7.09E-04,8.88E-02
2.3177,1.93E-03,3.66E-01,8.47E-01,7.25E-04,1.78E-04,1.13E-06,2.50E-02,7.08E-04,9.71E-02
2.2977,2.28E-03,5.13E-01,8.37E-01,7.17E-04,2.08E-04,1.83E-06,2.46E-02,7.04E-04,9.86E-02
2.2777,2.68E-03,3.20E-01,8.17E-01,7.17E-04,2.43E-04,1.32E-06,2.42E-02,7.08E-04,9.66E-02
2.2577,3.15E-03,3.47E-01,8.08E-01,7.00E-04,2.80E-04,1.69E-06,2.33E-02,7.07E-04,1.12E-01
2.2546,3.25E-03,1.71E-01,7.96E-01,7.00E-04,2.88E-04,8.46E-07,2.31E-02,7.03E-04,9.92E-02
2.2526,3.65E-03,-3.16E-01,8.21E-01,6.57E-04,3.08E-04,-1.72E-06,1.90E-02,6.48E-04,8.87E-02
2.2326,4.19E-03,-8.25E-02,7.95E-01,6.65E-04,3.60E-04,-4.65E-07,1.86E-02,6.59E-04,9.12E-02
2.2126,4.79E-03,-1.49E-01,7.72E-01,6.74E-04,4.14E-04,-1.07E-06,1.81E-02,6.74E-04,9.94E-02
2.1926,5.44E-03,2.54E-01,7.43E-01,6.75E-04,4.71E-04,2.07E-06,1.75E-02,6.88E-04,1.19E-01
2.1755,5.91E-03,-2.18E-01,7.16E-01,6.82E-04,5.17E-04,-1.89E-06,1.70E-02,7.00E-04,1.28E-01
2.1735,6.06E-03,8.97E-02,7.09E-01,6.90E-04,5.36E-04,8.35E-07,1.71E-02,7.08E-04,1.29E-01
2.1535,6.64E-03,1.22E-01,6.83E-01,6.96E-04,5.96E-04,1.27E-06,1.67E-02,7.34E-04,1.52E-01
2.1335,7.16E-03,0.00E+00,6.56E-01,6.99E-04,6.47E-04,0.00E+00,1.61E-02,7.51E-04,1.71E-01
2.1135,7.61E-03,2.55E-01,6.35E-01,6.99E-04,6.85E-04,3.03E-06,1.56E-02,7.68E-04,1.95E-01
2.0935,7.98E-03,0.00E+00,6.20E-01,6.98E-04,7.15E-04,0.00E+00,1.51E-02,7.83E-04,2.19E-01
2.0735,8.25E-03,5.52E-02,6.07E-01,7.00E-04,7.39E-04,6.08E-07,1.48E-02,7.95E-04,2.32E-01
2.0565,8.45E-03,0.00E+00,5.99E-01,7.00E-04,7.55E-04,0.00E+00,1.45E-02,8.11E-04,2.47E-01
2.0545,8.81E-03,-8.10E-02,5.99E-01,7.09E-04,7.97E-04,-1.06E-06,1.47E-02,8.21E-04,2.55E-01
2.0345,8.80E-03,-1.40E-01,5.87E-01,7.93E-04,8.81E-04,-2.15E-06,1.61E-02,9.30E-04,2.60E-01
2.0145,8.80E-03,-3.44E-01,5.90E-01,8.36E-04,9.29E-04,-5.59E-06,1.69E-02,9.98E-04,2.96E-01
1.9945,8.71E-03,-5.15E-01,5.84E-01,8.62E-04,9.48E-04,-8.58E-06,1.75E-02,1.05E-03,3.07E-01
1.9745,8.57E-03,-4.09E-01,5.87E-01,8.79E-04,9.54E-04,-6.87E-06,1.78E-02,1.07E-03,3.19E-01
1.9545,8.38E-03,-3.70E-01,5.94E-01,8.87E-04,9.40E-04,-6.18E-06,1.81E-02,1.09E-03,3.33E-01
1.9345,8.04E-03,-2.24E-01,6.00E-01,8.96E-04,9.14E-04,-3.73E-06,1.85E-02,1.09E-03,3.16E-01
1.9145,7.82E-03,-4.34E-01,6.21E-01,8.96E-04,8.81E-04,-6.72E-06,1.90E-02,1.09E-03,3.22E-01
1.8945,7.45E-03,-4.22E-01,6.31E-01,9.03E-04,8.46E-04,-6.37E-06,1.94E-02,1.11E-03,3.33E-01
1.8745,7.22E-03,-3.69E-01,6.44E-01,9.13E-04,8.26E-04,-5.33E-06,1.99E-02,1.11E-03,3.20E-01
1.8545,7.08E-03,-1.96E-01,6.57E-01,9.09E-04,8.01E-04,-2.80E-06,2.00E-02,1.09E-03,3.08E-01
1.8373,7.04E-03,-1.50E-02,6.60E-01,9.04E-04,7.91E-04,-2.21E-07,1.99E-02,1.09E-03,3.18E-01
1.8353,7.11E-03,0.00E+00,6.59E-01,8.11E-04,7.74E-04,0.00E+00,1.97E-02,1.05E-03,3.32E-01
1.8153,7.07E-03,4.32E-02,6.61E-01,8.53E-04,8.26E-04,5.78E-07,2.11E-02,1.09E-03,3.44E-01
1.7953,6.85E-03,0.00E+00,6.58E-01,8.96E-04,8.61E-04,0.00E+00,2.24E-02,1.11E-03,3.33E-01
1.7753,6.61E-03,7.59E-02,6.65E-01,9.47E-04,8.78E-04,1.10E-06,2.39E-02,1.19E-03,3.59E-01
1.7553,6.17E-03,1.08E-02,6.74E-01,1.02E-03,8.69E-04,1.67E-07,2.57E-02,1.32E-03,3.82E-01
1.7353,5.67E-03,0.00E+00,7.01E-01,1.09E-03,8.26E-04,0.00E+00,2.77E-02,1.45E-03,4.12E-01
1.7153,5.03E-03,0.00E+00,7.26E-01,1.17E-03,7.66E-04,0.00E+00,2.99E-02,1.54E-03,3.98E-01
1.6953,4.33E-03,0.00E+00,7.56E-01,1.24E-03,6.80E-04,0.00E+00,3.21E-02,1.58E-03,3.90E-01
1.6753,3.67E-03,0.00E+00,7.84E-01,1.28E-03,5.96E-04,0.00E+00,3.42E-02,1.62E-03,3.81E-01
1.6553,3.12E-03,2.58E-02,8.10E-01,1.30E-03,5.22E-04,2.33E-07,3.61E-02,1.64E-03,3.60E-01
1.6353,2.60E-03,1.08E-01,8.19E-01,1.32E-03,4.52E-04,8.46E-07,3.76E-02,1.62E-03,3.38E-01
1.6153,2.21E-03,1.71E-01,8.40E-01,1.32E-03,3.92E-04,1.22E-06,3.88E-02,1.54E-03,3.06E-01
1.6003,1.98E-03,-6.45E-02,8.52E-01,1.32E-03,3.54E-04,-3.82E-07,3.94E-02,1.49E-03,2.90E-01
1.5983,1.88E-03,-7.05E-02,8.41E-01,1.34E-03,3.43E-04,-3.13E-07,3.97E-02,1.51E-03,2.75E-01
1.5783,1.65E-03,1.07E-01,8.53E-01,1.37E-03,3.05E-04,5.63E-07,4.05E-02,1.51E-03,2.55E-01
1.5583,1.43E-03,2.90E-01,8.64E-01,1.39E-03,2.64E-04,1.31E-06,4.09E-02,1.56E-03,2.51E-01
1.5383,1.28E-03,1.05E-01,8.86E-01,1.41E-03,2.32E-04,3.10E-07,4.11E-02,1.58E-03,2.58E-01
1.5183,1.14E-03,7.04E-02,8.96E-01,1.47E-03,2.10E-04,2.24E-07,4.22E-02,1.58E-03,2.32E-01
1.4983,9.95E-04,2.72E-01,8.96E-01,1.55E-03,1.92E-04,9.17E-07,4.38E-02,1.62E-03,2.10E-01
1.4783,8.87E-04,2.99E-01,9.05E-01,1.60E-03,1.77E-04,9.17E-07,4.55E-02,1.69E-03,2.04E-01
1.4583,7.75E-04,1.26E-01,9.14E-01,1.66E-03,1.61E-04,3.52E-07,4.76E-02,1.75E-03,2.06E-01
1.4383,6.46E-04,2.58E-02,9.12E-01,1.73E-03,1.43E-04,6.26E-08,5.04E-02,1.81E-03,2.01E-01
1.4183,5.19E-04,3.81E-01,9.12E-01,1.84E-03,1.23E-04,8.10E-07,5.39E-02,1.86E-03,1.80E-01
1.3983,4.12E-04,1.55E-01,9.12E-01,1.96E-03,1.05E-04,2.82E-07,5.80E-02,1.98E-03,1.78E-01
1.3783,3.42E-04,4.84E-01,9.20E-01,2.07E-03,9.15E-05,7.50E-07,6.19E-02,2.13E-03,1.72E-01
1.3583,2.82E-04,1.40E-01,9.22E-01,2.26E-03,8.05E-05,1.78E-07,6.70E-02,2.36E-03,1.62E-01
1.3383,2.47E-04,1.34E-01,9.33E-01,2.47E-03,7.50E-05,1.94E-07,7.29E-02,2.58E-03,1.61E-01
1.3183,2.29E-04,-1.02E+00,9.43E-01,2.67E-03,7.35E-05,-1.30E-06,7.82E-02,2.77E-03,1.58E-01
1.2983,2.22E-04,4.38E-01,9.43E-01,2.82E-03,7.47E-05,5.55E-07,8.26E-02,2.90E-03,1.42E-01
1.2783,2.16E-04,7.51E-01,9.37E-01,2.94E-03,7.59E-05,9.85E-07,8.60E-02,3.03E-03,1.30E-01
1.2583,2.18E-04,4.19E-01,9.42E-01,2.99E-03,7.79E-05,5.55E-07,8.84E-02,3.11E-03,1.36E-01
1.2383,2.17E-04,1.26E+00,9.32E-01,3.03E-03,7.92E-05,1.77E-06,9.00E-02,3.15E-03,1.31E-01
1.2183,2.08E-04,-1.42E-02,9.37E-01,3.03E-03,7.62E-05,-3.23E-08,9.09E-02,3.16E-03,1.35E-01
1.1983,2.01E-04,1.68E+00,9.35E-01,3.03E-03,7.31E-05,2.17E-06,9.12E-02,3.16E-03,1.28E-01
1.1783,1.96E-04,1.84E-02,9.31E-01,3.03E-03,7.15E-05,4.20E-08,9.09E-02,3.15E-03,1.16E-01
1.1583,2.08E-04,-8.73E-01,9.34E-01,2.99E-03,7.44E-05,-1.14E-06,9.01E-02,3.11E-03,1.05E-01
1.1383,2.29E-04,1.19E+00,9.39E-01,2.94E-03,7.97E-05,1.68E-06,8.89E-02,3.07E-03,9.34E-02
1.1183,2.53E-04,7.59E-01,9.55E-01,2.86E-03,8.48E-05,1.11E-06,8.72E-02,3.03E-03,1.09E-01
1.0983,2.68E-04,2.12E+00,9.43E-01,2.81E-03,8.79E-05,3.19E-06,8.48E-02,2.94E-03,9.74E-02
1.0783,2.71E-04,-2.02E+00,9.43E-01,2.73E-03,8.60E-05,-3.02E-06,8.26E-02,2.86E-03,9.07E-02
1.0583,2.79E-04,2.34E-01,9.44E-01,2.64E-03,8.53E-05,2.95E-07,8.03E-02,2.77E-03,9.37E-02
1.0383,2.57E-04,2.01E+00,9.36E-01,2.56E-03,7.58E-05,2.65E-06,7.75E-02,2.69E-03,8.86E-02
1.0183,1.96E-04,-3.36E-01,9.43E-01,2.43E-03,5.49E-05,-2.75E-07,7.46E-02,2.60E-03,1.09E-01
0.9983,1.41E-04,2.38E-01,9.36E-01,2.33E-03,3.77E-05,1.86E-07,7.15E-02,2.44E-03,7.98E-02
0.9783,1.09E-04,1.08E-01,9.44E-01,2.20E-03,2.72E-05,4.62E-08,6.83E-02,2.29E-03,7.46E-02
0.9583,7.86E-05,-3.04E+00,9.50E-01,2.05E-03,1.83E-05,-9.62E-07,6.50E-02,2.14E-03,6.58E-02
0.9573,7.70E-05,2.30E+00,9.44E-01,2.05E-03,1.80E-05,7.35E-07,6.48E-02,2.13E-03,6.65E-02
0.9567,7.74E-05,-1.04E+00,9.44E-01,2.05E-03,1.81E-05,-3.95E-07,6.47E-02,2.13E-03,6.68E-02
0.9547,7.82E-05,1.05E+00,9.53E-01,1.83E-03,1.83E-05,3.25E-07,6.12E-02,2.13E-03,1.03E-01
0.9537,7.54E-05,-4.64E-01,9.54E-01,1.86E-03,1.77E-05,-1.37E-07,6.16E-02,2.15E-03,1.11E-01
0.9527,7.29E-05,-2.58E+00,9.46E-01,1.87E-03,1.72E-05,-7.87E-07,6.19E-02,2.15E-03,9.19E-02
0.9517,7.01E-05,3.77E+00,9.55E-01,1.88E-03,1.66E-05,1.07E-06,6.23E-02,2.18E-03,1.02E-01
0.9507,6.91E-05,6.71E+00,9.56E-01,1.90E-03,1.63E-05,1.79E-06,6.27E-02,2.20E-03,1.10E-01
0.9497,7.18E-05,4.50E-03,9.50E-01,1.92E-03,1.72E-05,2.37E-08,6.30E-02,2.21E-03,9.97E-02
0.9487,6.59E-05,4.60E-01,9.47E-01,1.94E-03,1.61E-05,1.28E-07,6.34E-02,2.22E-03,8.64E-02
0.9477,6.59E-05,-4.16E+00,9.48E-01,1.96E-03,1.61E-05,-1.17E-06,6.39E-02,2.24E-03,9.64E-02
0.9467,7.01E-05,-5.02E-01,9.60E-01,1.96E-03,1.71E-05,-1.96E-07,6.42E-02,2.26E-03,1.08E-01
0.9457,6.06E-05,-4.28E+00,9.61E-01,1.98E-03,1.49E-05,-1.11E-06,6.47E-02,2.28E-03,1.07E-01
0.9329,5.40E-05,-1.23E+00,9.51E-01,2.21E-03,1.43E-05,-3.23E-07,6.96E-02,2.45E-03,8.85E-02
0.9309,5.85E-05,7.83E+00,9.56E-01,2.39E-03,1.66E-05,2.32E-06,7.50E-02,2.64E-03,8.88E-02
0.9109,4.66E-05,-3.16E+00,9.61E-01,2.57E-03,1.40E-05,-7.41E-07,7.92E-02,2.77E-03,9.45E-02
0.8909,4.23E-05,1.48E+00,9.63E-01,2.65E-03,1.32E-05,3.38E-07,8.28E-02,2.90E-03,8.22E-02
0.8709,3.61E-05,7.37E+00,9.62E-01,2.77E-03,1.18E-05,1.60E-06,8.98E-02,3.11E-03,7.90E-02
0.8509,3.85E-05,1.99E+00,9.49E-01,2.89E-03,1.39E-05,5.74E-07,9.64E-02,3.20E-03,7.70E-02
0.8309,3.39E-05,1.25E+00,9.54E-01,2.94E-03,1.27E-05,3.78E-07,1.01E-01,3.20E-03,8.99E-02
0.8109,3.81E-05,-1.95E-01,9.48E-01,3.03E-03,1.44E-05,-2.09E-08,1.03E-01,3.20E-03,7.32E-02
0.7909,4.87E-05,-2.04E+00,9.53E-01,3.03E-03,1.82E-05,-3.67E-07,1.02E-01,3.28E-03,8.50E-02
0.7709,3.90E-05,7.93E+00,9.48E-01,3.03E-03,1.37E-05,2.36E-06,1.01E-01,3.33E-03,6.77E-02
0.7509,4.80E-05,1.58E+01,9.67E-01,2.99E-03,1.62E-05,4.72E-06,9.87E-02,3.32E-03,8.23E-02
0.7309,4.68E-05,-6.40E+00,9.71E-01,2.90E-03,1.55E-05,-1.79E-06,9.43E-02,3.16E-03,8.26E-02
0.7109,6.04E-05,-4.33E+00,9.72E-01,2.77E-03,1.88E-05,-1.35E-06,8.87E-02,2.94E-03,7.27E-02
0.6909,4.80E-05,-3.48E+00,9.64E-01,2.51E-03,1.36E-05,-6.34E-07,8.09E-02,2.73E-03,7.53E-02
0.6709,7.35E-05,-1.36E+01,9.72E-01,2.14E-03,1.74E-05,-4.06E-06,7.01E-02,2.35E-03,8.51E-02
0.6534,5.48E-05,2.08E+01,9.64E-01,2.05E-03,1.17E-05,4.63E-06,6.72E-02,2.20E-03,6.43E-02
0.6514,5.80E-05,1.94E+01,9.64E-01,2.11E-03,1.27E-05,5.28E-06,6.95E-02,2.26E-03,6.78E-02
0.6314,5.90E-05,4.68E+00,9.45E-01,2.26E-03,1.49E-05,6.35E-07,7.45E-02,2.39E-03,6.90E-02
0.6114,8.10E-05,6.24E+00,9.33E-01,2.09E-03,1.92E-05,2.53E-06,6.82E-02,2.22E-03,7.27E-02
0.6014,3.06E-05,-1.70E+01,9.18E-01,1.98E-03,5.63E-06,-2.02E-06,6.38E-02,2.09E-03,5.49E-02
0.5914,5.21E-05,1.05E+01,9.16E-01,1.86E-03,1.09E-05,2.00E-06,5.98E-02,1.96E-03,5.60E-02
0.5814,7.31E-05,1.47E+00,9.16E-01,1.73E-03,1.35E-05,6.58E-07,5.53E-02,1.83E-03,5.94E-02
0.5714,4.79E-05,-2.95E+00,9.21E-01,1.59E-03,8.38E-06,-8.83E-07,5.10E-02,1.69E-03,4.65E-02
0.5614,6.86E-05,-9.96E+00,9.38E-01,1.41E-03,1.07E-05,-2.39E-06,4.57E-02,1.51E-03,6.29E-02
0.5514,5.70E-05,6.72E+00,9.37E-01,1.28E-03,8.17E-06,9.34E-07,4.13E-02,1.37E-03,5.01E-02
0.5414,4.33E-05,-1.56E+01,9.37E-01,1.17E-03,4.85E-06,-2.15E-06,3.80E-02,1.26E-03,5.70E-02
0.5314,6.12E-05,-4.69E+00,9.42E-01,1.07E-03,6.99E-06,-5.11E-07,3.49E-02,1.17E-03,8.84E-02
0.5214,5.63E-05,2.87E+01,9.41E-01,9.64E-04,5.19E-06,2.94E-06,3.13E-02,1.07E-03,9.67E-02
0.5114,4.94E-05,3.14E+01,9.22E-01,8.54E-04,3.76E-06,2.33E-06,2.75E-02,9.38E-04,8.77E-02
